Time, DurationAdd, BiFlowsIn, SocketsIn, SocketsOut, FlowsBiMonitored, FlowsBiNotMonitored, BytesBiMonitored, BytesBiNotMonitored, FlowsUniOutMonitored, FlowsUniOutNotMonitored, BytesUniOutMonitored, BytesUniOutNotMonitored, FlowsUniInMonitored, FlowsUniInNotMonitored, BytesUniInMonitored, BytesUniInNotMonitored, FlowsBiNMOutHighInHigh, FlowsBiNMOutHighInLow, FlowsBiNMOutLowInLow, FlowsBiNMOutLowInHigh, BytesBiNMOutHighInHigh, BytesBiNMOutHighInLow, BytesBiNMOutLowInLow, BytesBiNMOutLowInHigh, FlowsUniOutNMOutHighInHigh, FlowsUniOutNMOutHighInLow, FlowsUniOutNMOutLowInLow, FlowsUniOutNMOutLowInHigh, BytesUniOutNMOutHighInHigh, BytesUniOutNMOutHighInLow, BytesUniOutNMOutLowInLow, BytesUniOutNMOutLowInHigh, FlowsUniInNMOutHighInHigh, FlowsUniInNMOutHighInLow, FlowsUniInNMOutLowInLow, FlowsUniInNMOutLowInHigh, BytesUniInNMOutHighInHigh, BytesUniInNMOutHighInLow, BytesUniInNMOutLowInLow, BytesUniInNMOutLowInHigh,
 1288838930, 2, 2122414, 119362, 72079, 109262, 850243, 15643806620, 49682282224, 45229, 408058, 5687382190, 8033842742, 408058, 672672, 1057413364, 1910709638, 176771, 420828, 30465, 182552, 37309921058, 37309921058, 15162497, 3046800527, 84676, 211526, 13335, 78399, 5090385840, 691429083, 11111382, 2160489229, 139292, 394754, 16174, 76537, 471708880, 447335372, 14303499, 77543427,
 1288839231, 3, 2117754, 119483, 67760, 110802, 851733, 16336528389, 37429662386, 45766, 414000, 7811091480, 8768989158, 414000, 664778, 1373227316, 4682321171, 167225, 423591, 30745, 190617, 26545890778, 26545890778, 15840414, 3511888261, 79506, 218989, 13387, 81407, 4378788436, 1024673966, 12734389, 3313678170, 133043, 388230, 15408, 79751, 1359272655, 1511879281, 5764088, 180264571,
 1288839532, 2, 2060444, 117833, 66908, 108568, 821747, 14240635519, 38045650986, 44323, 402445, 5621111696, 7988519689, 402445, 651511, 1234019722, 3075135284, 158689, 401497, 31146, 191967, 26771290963, 26771290963, 15017875, 2539331714, 81791, 209365, 12910, 78684, 4819649492, 728320873, 10100318, 2383818649, 121900, 382964, 15474, 76513, 1435840486, 602379400, 16146042, 113370295,
 1288839833, 2, 2276668, 124679, 66912, 116231, 935295, 14506255713, 40015635327, 44619, 468132, 6821552211, 8031958896, 468132, 681650, 914959197, 2182443395, 161866, 444607, 31415, 258763, 28978089376, 28978089376, 16189919, 3086596095, 87039, 217648, 13788, 128706, 4705462625, 807422545, 11947606, 2461960202, 125153, 385552, 16342, 89911, 543940057, 816698701, 8207904, 43536105,
 1288840134, 2, 2182678, 113136, 65535, 104830, 903316, 16711746343, 47171864503, 42711, 445703, 6318259330, 7567333613, 445703, 654988, 2001145226, 4872869707, 160059, 418593, 31125, 255682, 31580156648, 31580156648, 16494045, 6029028743, 76201, 211690, 13851, 123773, 4725908264, 622227484, 12203163, 2148432754, 121397, 380741, 16175, 87409, 1475565350, 1537261508, 11710602, 367260652,
 1288840435, 2, 2092863, 114821, 67941, 105306, 855183, 14676150476, 31472047816, 44157, 393016, 4922990320, 7371365550, 393016, 661902, 1164628845, 2997148147, 159468, 420255, 30912, 206509, 22118432582, 22118432582, 15862389, 2472748921, 73378, 198287, 13268, 88577, 4071571048, 797366589, 11903651, 2428811643, 151402, 379758, 16098, 80548, 1364562043, 811351225, 7004328, 73312825,
 1288840736, 2, 2080376, 110852, 68576, 106042, 854727, 15640017297, 37380758134, 41651, 410472, 5876816679, 6994831866, 410472, 635749, 1127912503, 2015667145, 157613, 413117, 30673, 216017, 28239485953, 28239485953, 15660294, 3298094250, 81691, 204090, 13046, 93160, 4186368248, 553000464, 12135651, 2192663810, 127485, 378918, 18114, 77600, 596509541, 516476557, 17294861, 91919547,
 1288841037, 3, 2081171, 114220, 69019, 105474, 862151, 17388778225, 25720743530, 43767, 410890, 5849360228, 6918784363, 410890, 624891, 1843533396, 3866095104, 158489, 408908, 30736, 227345, 10735826663, 10735826663, 16741096, 4170225061, 77853, 204917, 13408, 95681, 4298796649, 747279000, 10697411, 1788301152, 119649, 375384, 15561, 81016, 1198521086, 1038366984, 4422233, 129147227,
 1288841338, 2, 2026344, 117567, 66437, 108338, 826196, 14313840902, 35429191167, 42570, 393009, 6630081999, 8341553293, 393009, 623135, 1213550930, 3138087481, 156287, 385494, 30750, 218034, 23587582388, 23587582388, 14845559, 2533011892, 75235, 196510, 13314, 89264, 3973724115, 588159094, 10131792, 3727337969, 120327, 375904, 15211, 79547, 1329485890, 891737398, 15246307, 134136649,
 1288841639, 2, 2109570, 114802, 70644, 109105, 852510, 14965318086, 36514690645, 43866, 429951, 5426910174, 5229737739, 429951, 641663, 1091928866, 2419895842, 158595, 385735, 32127, 238764, 29167432917, 29167432917, 15143274, 2617524165, 84246, 194334, 13888, 114146, 3578814487, 569486899, 11342828, 1009656068, 123968, 377429, 16444, 78457, 482723936, 1123959991, 8234357, 42507778,
 1288841940, 2, 2052641, 113154, 70430, 108837, 824111, 13857969237, 48140565638, 39977, 410023, 5377078509, 10539289866, 410023, 634923, 1304448339, 4876011833, 156033, 392391, 30817, 208467, 29118543686, 29118543686, 17835861, 4326107009, 78136, 190051, 12980, 108308, 5128471680, 453997283, 10949799, 4896159286, 125233, 369664, 15314, 78041, 1448835567, 1449421819, 11569017, 254406222,
 1288842241, 2, 1985286, 113605, 73082, 109724, 791350, 12034990302, 32777338350, 41336, 373974, 6654106775, 7156783326, 373974, 633275, 911495625, 2710832960, 158016, 380945, 30994, 186137, 21841440402, 21841440402, 15120985, 2188090510, 75812, 191697, 13261, 73424, 4419714841, 719072276, 13292822, 1971853028, 119311, 372475, 15387, 77378, 1619826759, 188922461, 11250818, 81267688,
 1288842542, 2, 1985178, 110676, 75197, 106637, 771974, 13785784012, 31191271607, 43228, 376077, 4811105660, 8020585439, 376077, 651254, 1422963856, 2360704351, 155436, 370734, 31005, 180078, 21210535301, 21210535301, 15696712, 4024893069, 76209, 192468, 13290, 74767, 3782488074, 433832495, 9840683, 3726225523, 120823, 369621, 16382, 77597, 662123770, 641557001, 14332353, 33669232,
 1288842843, 2, 2028960, 110921, 80848, 106840, 798265, 11294998164, 26547816215, 42628, 383729, 5740070987, 6524525700, 383729, 655197, 617150901, 4728192131, 155120, 385607, 31601, 191003, 13979795442, 13979795442, 16476687, 2748292250, 74008, 197684, 13298, 79680, 3953980311, 527826460, 12732212, 1999441499, 123478, 373823, 15375, 78761, 1141524507, 2108959499, 5114883, 143190899,
 1288843144, 2, 2000623, 113767, 83676, 107134, 776903, 11544188669, 32190504654, 42237, 375231, 5198793344, 6897813174, 375231, 651046, 758667918, 2451002436, 154968, 374674, 30983, 181852, 19893813201, 19893813201, 17159608, 2862537545, 76342, 193250, 13426, 75052, 3551085026, 374771160, 11568417, 2922797882, 123164, 380236, 15263, 79764, 1300898934, 540092585, 12922504, 71552153,
 1288843445, 3, 2288254, 113918, 227626, 143701, 846105, 13251285102, 31329321309, 42236, 413081, 7126912749, 7150392748, 413081, 687524, 1122079225, 2118977852, 158020, 408017, 31732, 213269, 24733996568, 24733996568, 16079386, 2718423880, 80998, 212811, 13606, 86146, 4048918069, 555106303, 11947709, 2497413990, 121455, 392731, 16082, 86804, 427648391, 918396889, 7891776, 44638591,
 1288843746, 2, 2126396, 113613, 107820, 115228, 824918, 12788811744, 36699310717, 40982, 397763, 5699201678, 7747899427, 397763, 682282, 806310481, 3409607413, 152681, 410607, 30718, 197598, 19696074029, 19696074029, 14535079, 3787439017, 76120, 204289, 12967, 86764, 4086457543, 250525882, 11778627, 3342338873, 117079, 401791, 15214, 83178, 1180079588, 784472750, 11473969, 159524486,
 1288844047, 2, 2118083, 112691, 95985, 113422, 829142, 12696899546, 30817261871, 39224, 388343, 5063358096, 5831842615, 388343, 691922, 1336638240, 3352065384, 153349, 418742, 30992, 192591, 17897716315, 17897716315, 17080730, 4424492933, 75563, 203572, 13461, 75772, 3533552337, 513552830, 10696309, 1746149529, 131070, 403334, 15542, 81283, 1602434988, 956635880, 7940542, 104413064,
 1288844348, 3, 2114774, 116792, 93425, 117496, 819941, 10711231314, 20583001995, 38112, 388366, 4519694337, 7723808680, 388366, 696250, 984425256, 1888732616, 163317, 399986, 30539, 191348, 12189669731, 12189669731, 14309099, 2176399105, 78346, 199042, 13520, 78755, 3093699513, 815209601, 12346184, 3733757949, 130882, 405908, 15879, 76537, 252738281, 812294484, 15092215, 91836151,
 1288844649, 2, 2133854, 117226, 99433, 116977, 817312, 14588848958, 45696415384, 39534, 396088, 4747700243, 5771923889, 396088, 703795, 659314912, 3814272283, 161264, 399641, 30242, 194094, 36179135911, 36179135911, 15835840, 3458847674, 80922, 196760, 13116, 87659, 3596924652, 613514162, 12402177, 1516368366, 143338, 406285, 15563, 77277, 981158832, 1587701760, 4486756, 110647230,
 1288844950, 2, 2089167, 111841, 91814, 107113, 798381, 12704912714, 30428064166, 41800, 378741, 4815468528, 9214854976, 378741, 708390, 686791947, 2176569747, 158560, 391434, 30448, 184904, 20161370418, 20161370418, 15117904, 3061844787, 80425, 193161, 12855, 74485, 4727744452, 1184047271, 11909778, 3253505945, 138747, 403962, 16229, 79066, 1295923823, 158905230, 16570855, 126656005,
 1288845251, 2, 2127060, 111559, 97803, 108735, 820791, 11851787006, 31303266314, 40305, 410525, 4776930343, 6082062785, 410525, 686382, 975856911, 2719821856, 163315, 386204, 31429, 206655, 19223977336, 19223977336, 14551391, 2399965479, 85368, 189848, 13778, 98755, 2920471308, 561976807, 11398955, 2554919449, 140092, 401126, 16351, 76066, 514822400, 1238745423, 5947923, 112865357,
 1288845552, 2, 2087265, 113654, 101016, 112153, 798053, 12342046446, 31902124623, 39748, 402463, 5121035569, 7904125653, 402463, 672079, 551861095, 3341083858, 165075, 386707, 30479, 184443, 21679808910, 21679808910, 17396240, 3835794611, 83159, 188786, 13198, 98759, 4451364076, 303459321, 11320939, 3090856391, 118123, 401508, 15638, 77446, 1029790791, 847742229, 12622166, 163729495,
 1288845853, 3, 2047565, 114060, 98909, 110993, 775791, 10261228491, 62556077834, 38171, 368048, 5046944662, 8834703565, 368048, 690757, 633785913, 3131402547, 165049, 373396, 30550, 173183, 51646184136, 51646184136, 14509788, 2959439696, 79696, 186837, 12489, 69149, 4647084885, 716519618, 12172762, 3357968661, 117281, 437361, 15504, 76444, 1072374686, 1419868710, 5795080, 152881849,
 1288846154, 3, 2032569, 119143, 100273, 114179, 758852, 14420697018, 50844789422, 42795, 368723, 5363766933, 6548915336, 368723, 685578, 932602016, 2104481606, 153700, 370253, 31350, 178281, 33997376005, 33997376005, 16129064, 2934264120, 75518, 192973, 13434, 69965, 3593440108, 251355265, 9425425, 2668204938, 136057, 422198, 15879, 78138, 651693441, 293787924, 13447340, 42891813,
 1288846455, 2, 2155701, 118497, 99725, 114539, 799874, 12700178165, 44228488265, 39748, 382083, 5706344567, 5794924851, 382083, 755522, 966477245, 3704606090, 152218, 393285, 31009, 190664, 30656696654, 30656696654, 16797160, 1922517551, 75407, 200273, 13528, 73805, 3061506518, 433622853, 30207616, 2183414225, 140488, 465206, 16007, 77549, 1016371570, 1552348503, 8116642, 133636451,
 1288846756, 2, 2189413, 122226, 182548, 136551, 771516, 9410673399, 45442971206, 40918, 375654, 5248584766, 6345355077, 375654, 737469, 746769556, 2679082039, 151386, 378559, 30680, 180142, 32958783713, 32958783713, 13294386, 2749996496, 73995, 201809, 13020, 69132, 2784886420, 192576837, 12895357, 3273934185, 138576, 467187, 15492, 76654, 870775524, 1033957245, 12283559, 300801495,
 1288847057, 3, 2300619, 123723, 239123, 149391, 842080, 15815170144, 63004617799, 43690, 396222, 6595574672, 6950226080, 396222, 699471, 1230603380, 1989411954, 153435, 430813, 31141, 196881, 46730997521, 46730997521, 16684816, 3465813422, 79425, 208663, 13133, 75959, 3774326671, 525543266, 20549325, 2532349602, 128902, 438149, 16475, 78423, 665517247, 194124576, 7939008, 65074062,
 1288847358, 3, 2350662, 121831, 220483, 143042, 820211, 11593187913, 33305107649, 43187, 402050, 7041635907, 8057426439, 402050, 786087, 1061756888, 3631564007, 156457, 407014, 31367, 192546, 21650037639, 21650037639, 16462771, 2508243772, 78471, 213710, 13294, 76331, 4741301315, 232610596, 13480574, 3032153441, 115602, 535406, 16121, 79257, 916848560, 1616998326, 16793716, 128492989,
 1288847659, 3, 2266825, 117133, 214655, 137821, 807304, 17165518417, 29439319592, 43477, 401464, 6813006389, 7756706964, 401464, 726269, 1282399030, 3727272606, 154827, 398031, 31975, 193834, 13502255734, 13502255734, 16197198, 3279552159, 76064, 215088, 13435, 76897, 3937781415, 708945229, 16224292, 2927490615, 116731, 471925, 16022, 79333, 1134055570, 1576246544, 8728800, 188479158,
 1288847960, 2, 2337705, 128164, 217821, 147905, 817674, 14507184791, 22515080717, 44370, 405310, 7217955914, 6342160744, 405310, 768736, 942412902, 1563044706, 153956, 404331, 32377, 199334, 14587265297, 14587265297, 13838032, 2584897537, 76027, 215645, 13230, 81548, 3783976533, 335820651, 12077998, 2162390123, 117880, 511765, 17095, 79373, 531004363, 162283615, 14582858, 206758520,
 1288848261, 3, 2281577, 127658, 223680, 148834, 834998, 18309161046, 28250468573, 46992, 407301, 5836264201, 6547176724, 407301, 687940, 1649199150, 3593488135, 160571, 405236, 32131, 205153, 19814612564, 19814612564, 19210257, 1228770938, 77349, 214606, 13346, 81321, 3641482161, 527934798, 10324973, 2215129325, 117915, 426714, 16028, 81850, 1093981508, 1374665126, 4453857, 129566925,
 1288848562, 3, 2373967, 128463, 227178, 153147, 893961, 14160244557, 28124137960, 48356, 411291, 6510027324, 7066140938, 411291, 713074, 1045718213, 2188281054, 156439, 467666, 31913, 209727, 16068684456, 16068684456, 15270147, 5355657149, 72614, 218477, 13422, 89242, 3866209507, 361646317, 12394771, 2766973446, 119718, 449684, 16127, 82926, 784562504, 868756443, 14999701, 69397923,
 1288848863, 3, 2470567, 129603, 229396, 155817, 919317, 16373013612, 38946972864, 49583, 470175, 6847452782, 7648417445, 470175, 722076, 1398705681, 3151227491, 158190, 459006, 31780, 238741, 25619912965, 25619912965, 14143118, 1655633365, 83613, 218818, 12968, 130928, 4193539273, 618796265, 13491272, 2677139408, 124397, 448327, 16796, 82726, 925333173, 1181057604, 6496398, 144049485,
 1288849164, 3, 2382999, 134647, 238687, 163682, 860100, 18924465723, 32392234092, 50042, 435920, 7583627730, 8792395692, 435920, 713645, 1891640995, 5453634487, 167171, 425895, 31775, 204753, 22845285283, 22845285283, 21424285, 5116303877, 85902, 217688, 13403, 100265, 4750862526, 408544136, 13124274, 3586486857, 120836, 443904, 16050, 82797, 1267771448, 2171786165, 12467727, 233487963,
 1288849465, 3, 2312614, 132387, 240958, 164259, 849275, 17337897502, 47206120157, 50883, 406241, 8146583591, 8666119316, 406241, 683753, 2276773261, 2809950068, 167488, 425764, 32020, 193796, 40001793348, 40001793348, 14150898, 1160971970, 85071, 210348, 13437, 77064, 4896853771, 592836309, 11467013, 3015907902, 117091, 424754, 16310, 82861, 1174568791, 1027970621, 4839497, 117427310,
 1288849766, 3, 2253058, 140493, 145350, 149176, 846313, 22634617439, 36260946884, 53824, 420017, 7787544626, 6535850736, 420017, 700885, 2142995966, 2309929545, 169168, 416044, 32629, 202638, 18837032574, 18837032574, 16429457, 2610656426, 87407, 222972, 13377, 79062, 3917564757, 379295208, 12917482, 2195002610, 124210, 431944, 16648, 82318, 1238013660, 456123494, 20508439, 101803606,
 1288850067, 3, 2323168, 146353, 153403, 159732, 890215, 17647894795, 33374731605, 56691, 434230, 8304453129, 8365172589, 434230, 698967, 2120608539, 5119553879, 166459, 429822, 32829, 227168, 21236487231, 21236487231, 14320424, 4104932073, 85021, 223811, 13464, 90507, 5030525321, 539744510, 17264601, 2734475291, 123289, 427599, 16044, 84852, 1185781599, 2351393063, 5839013, 141937638,
 1288850368, 2, 2279981, 147850, 159412, 162641, 875953, 19957188925, 37925824580, 59782, 408377, 8816538811, 8683147545, 408377, 688389, 1843501161, 2489481143, 164236, 437450, 33246, 214407, 26969080066, 26969080066, 18281196, 1284284807, 82224, 216278, 13602, 78772, 4193678537, 505582758, 15271408, 3838467687, 117940, 426532, 16017, 82626, 1206661462, 604278615, 13397703, 243585789,
 1288851004, 7, 5237758, 333685, 370562, 389247, 1999544, 40101444989, 65567605946, 132782, 966865, 15386174829, 8309862796, 966865, 1567102, 5446281197, 6938975308, 374413, 976126, 71956, 509573, 46254720148, 46254720148, 25723648, 5743507189, 190294, 512512, 29238, 192750, 5097493391, 1017585188, 16101011, 2138584753, 260866, 970559, 36384, 190321, 1658225871, 2526987823, 18640979, 1256613632,
 1288851306, 0, 224488, 14122, 15712, 15567, 88318, 827926950, 840618459, 6633, 44395, 208847007, 57815518, 44395, 61941, 83237520, 165330124, 16196, 44205, 3511, 21761, 401509717, 401509717, 1061052, 40587575, 7883, 25771, 1318, 7834, 17624501, 37175195, 429535, 2053785, 12150, 33975, 1764, 10099, 3988553, 146754451, 307629, 7412385,
 1288851607, 0, 52734, 5973, 5669, 4800, 15301, 6378683226, 17762962546, 4792, 12633, 4762265570, 9521687057, 12633, 13158, 88430749, 173608034, 3237, 4001, 385, 2461, 12155655282, 12155655282, 3666717, 1847249341, 3945, 3888, 276, 1730, 5727498532, 390327761, 4289811, 3322453443, 1768, 8712, 239, 818, 2992826, 160225128, 225965, 2864399,
 1288851908, 3, 2845959, 190534, 234424, 238365, 1111024, 26810232501, 55655478005, 90599, 545787, 9001814440, 3427308033, 545787, 764190, 5607905429, 6556457419, 214745, 510240, 40405, 287302, 35314864297, 35314864297, 27207171, 5845481047, 110819, 282714, 15459, 105942, 2654407128, 641693070, 19464016, 63927756, 138097, 459540, 20419, 97473, 3341918598, 954135101, 23411212, 204258423,
 1288852209, 3, 2672828, 186976, 230669, 243951, 1010142, 23231284346, 29886537653, 85028, 509225, 12391619846, 17768837849, 509225, 735816, 2750610562, 965436634, 184306, 500096, 32015, 274917, 17964088029, 17964088029, 13249260, 2317944844, 97532, 275581, 13499, 101462, 9079053915, 1185134707, 8661238, 7371560319, 127166, 447698, 15695, 97245, 103094392, 482005761, 13523691, 333378750,
 1288852510, 3, 2758334, 199183, 255449, 269024, 1034763, 30370478633, 39912347276, 88933, 544402, 12470595382, 4942321529, 544402, 724537, 4775047537, 2343745784, 178797, 485278, 31528, 313089, 27046009323, 27046009323, 10799243, 3243058461, 95155, 273610, 13167, 137257, 3312885711, 818900888, 9520785, 761667572, 124479, 438485, 15541, 101673, 1053411261, 868563610, 2963086, 353183862,
 1288852811, 4, 2948365, 197506, 286225, 290451, 1125930, 31684212417, 39520775209, 91394, 558175, 12484513894, 12939949932, 558175, 780529, 5053150844, 8001757022, 200477, 532852, 40494, 309523, 20149841520, 20149841520, 25485528, 5588846637, 104559, 284230, 15095, 127368, 7655350137, 1195720512, 15629685, 3960644772, 130926, 481655, 19365, 102640, 3657139311, 1410542839, 21338365, 293072191,
 1288853112, 3, 2906369, 211415, 309709, 315555, 1081395, 29978046986, 37327071002, 103001, 538984, 13174783343, 5932101435, 538984, 764866, 4525285354, 1413253403, 188371, 517504, 32038, 314637, 27644245270, 27644245270, 11936963, 2751009743, 101790, 287605, 13470, 112504, 3369618483, 841281963, 9514168, 1662566898, 129462, 480857, 15352, 104408, 280345840, 806367958, 7808323, 227973706,
 1288853413, 4, 2966321, 219978, 339746, 350170, 1094937, 29785441253, 35371708667, 100267, 532944, 11406101622, 10124180627, 532944, 778716, 4903308730, 2158884904, 192125, 498729, 33087, 347770, 25663475233, 25663475233, 13500176, 3897807300, 102461, 277837, 14262, 117279, 6300292274, 899197057, 12248959, 2769492310, 137345, 478553, 16104, 108718, 864082114, 723177205, 3509946, 457953230,
 1288853714, 4, 3160017, 235214, 372565, 381823, 1173016, 37389977351, 79511463619, 111964, 577457, 9522377267, 7783682059, 577457, 801765, 6778343973, 7083387277, 205715, 524546, 38836, 361732, 58428546078, 58428546078, 22244336, 6703904599, 111784, 285037, 15051, 137840, 4925468003, 1098243865, 12516513, 1687534620, 135712, 492501, 19345, 110810, 3439786443, 1183735366, 24481783, 679681848,
 1288854015, 4, 3263122, 257840, 415332, 430820, 1192662, 42276218688, 60669906131, 122694, 560201, 11564601070, 15603837104, 560201, 837087, 7202183816, 2228338485, 202796, 541327, 34216, 387081, 46577480950, 46577480950, 16822589, 6066304160, 109514, 275473, 14061, 137751, 9331504225, 1027649025, 13847186, 4993395168, 133759, 507266, 16411, 115436, 480293389, 690754009, 19556965, 899537618,
 1288854316, 4, 3450175, 294757, 482013, 505794, 1251410, 53207233633, 66613356301, 135647, 589994, 10496052805, 5918740118, 589994, 832001, 8165600095, 3342006763, 222647, 548004, 34735, 420635, 50825441026, 50825441026, 15817766, 8146572093, 124092, 282594, 14841, 145133, 3608072800, 773972758, 11123009, 1427485289, 141009, 496294, 17022, 123176, 1527916737, 892168975, 4603868, 540982197,
 1288854617, 5, 3699349, 320516, 518019, 557195, 1336190, 53275421011, 66939822378, 148538, 631396, 10680917539, 10870082918, 631396, 893228, 8303355188, 8305619068, 236006, 583693, 39296, 437177, 45792675299, 45792675299, 22674944, 7283622336, 134477, 296405, 15745, 156446, 6796309239, 1385069483, 14981883, 2573109827, 151599, 549149, 20057, 123720, 2917442598, 1355492269, 16562129, 2668582060,
 1288854918, 5, 3617642, 340860, 544259, 594740, 1304017, 59873354631, 57686446829, 147326, 605742, 12001646822, 10643656517, 605742, 822764, 7043214350, 2156622234, 231491, 563220, 33879, 447060, 37494587592, 37494587592, 16344721, 7752480099, 133531, 277319, 14760, 156449, 5388425141, 1242886279, 10831695, 3863788244, 142260, 502962, 16726, 127741, 456890069, 816848150, 8733449, 285427354,
 1288855219, 5, 3844036, 368799, 577252, 642729, 1351783, 71550118276, 49920536563, 154916, 624067, 13032886431, 13082798841, 624067, 922135, 13251627777, 5089209488, 244214, 564093, 35199, 478691, 31586726929, 31586726929, 17481952, 10871575782, 147713, 276324, 15085, 159417, 9041618025, 1216337940, 16584767, 2712231026, 160965, 571696, 19176, 134228, 2696270416, 849774191, 17376896, 1057356906,
 1288855520, 5, 3966132, 385406, 618042, 684402, 1413644, 79766049329, 58214552224, 164757, 664922, 14021560008, 10214095852, 664922, 884118, 17461600963, 8218674194, 262560, 567248, 39409, 508345, 35773083719, 35773083719, 25031021, 9307618497, 164812, 281001, 16109, 176396, 5406465397, 768254335, 13352642, 3903208977, 175724, 502410, 18892, 138470, 4565656013, 1447693688, 10719536, 680297494,
 1288855821, 5, 4124323, 403567, 646891, 723980, 1478859, 77012561791, 48453006047, 171039, 679719, 12008279785, 12273357434, 679719, 915287, 12781652860, 2814030590, 257159, 631091, 34755, 527814, 28577387771, 28577387771, 15011602, 7041862775, 159548, 295170, 15542, 184451, 7951447816, 1275284162, 18151643, 2889809254, 177309, 527062, 16401, 143822, 583480187, 832582890, 13533771, 697006001,
 1288856122, 6, 4260509, 417334, 667265, 744544, 1501950, 85090786061, 60999468542, 175514, 731197, 13297528358, 9435144734, 731197, 942763, 11753569524, 5137377673, 265846, 620538, 38106, 544205, 44036581438, 44036581438, 18316149, 8000870027, 171506, 304176, 15340, 209198, 5093347095, 1330391290, 15204007, 2907233145, 192606, 512180, 17802, 149962, 1886767206, 977317343, 9920273, 1795285100,
 1288856423, 6, 4313347, 460759, 690409, 807740, 1502018, 74059132590, 44319364674, 179613, 705937, 14232786898, 10173183796, 705937, 954224, 10370424178, 6841399027, 271862, 618862, 38875, 536079, 26291522493, 26291522493, 21235219, 10662758297, 168153, 296897, 15904, 197189, 6806739127, 696306535, 18084476, 2549397926, 186112, 514542, 18773, 148944, 3456251593, 1501699962, 10037375, 797908838,
 1288856724, 5, 4330594, 503499, 706610, 851995, 1484685, 96685530966, 75568290732, 186073, 690419, 16557830640, 11706573725, 690419, 945381, 18008306212, 4835833403, 274143, 607181, 34751, 535177, 43862144077, 43862144077, 16376365, 13391577083, 172427, 291504, 15509, 183948, 6533094072, 1146887427, 24769290, 3891434789, 185077, 519438, 16579, 144878, 1872192903, 972844378, 19012465, 1158370657,
 1288857025, 5, 4343877, 493334, 736383, 867434, 1501798, 98589370136, 68823276932, 185538, 700702, 15146929803, 13125279996, 700702, 911660, 14127430311, 4027125688, 279138, 606091, 36139, 548431, 45386618383, 45386618383, 18061242, 10009426793, 177384, 291446, 15711, 190398, 8804108456, 933190891, 26646941, 3272910001, 166910, 514089, 18226, 144093, 1809597008, 1163140867, 22989779, 482124164,
 1288857326, 6, 4526237, 511131, 784004, 912592, 1540382, 110291097057, 68709340410, 194608, 766360, 13648708542, 12582864743, 766360, 924360, 24964767774, 8633740395, 285172, 590887, 38058, 589748, 42562193229, 42562193229, 22799147, 12897270062, 204401, 304537, 16297, 210795, 6968951591, 1338375775, 30929536, 4132280859, 176491, 521687, 18471, 147188, 4951469320, 1025003893, 15865470, 1496322643,
 1288857627, 7, 4581585, 542067, 797574, 949270, 1561069, 106424412761, 103737833714, 209485, 766195, 14716248440, 15146628052, 766195, 914680, 23832248191, 5651079518, 294352, 604126, 35888, 595230, 74469531965, 74469531965, 16303556, 15390331179, 196293, 321715, 15827, 204833, 9655527305, 2038798287, 37355330, 2718892037, 174752, 533663, 17097, 147555, 1720059804, 801257031, 18252557, 2793917083,
 1288857928, 6, 4710281, 576370, 798522, 976415, 1598272, 127807661808, 66082047851, 213895, 796779, 15145840909, 11233907224, 796779, 940338, 19624320270, 5130739027, 302236, 627739, 36814, 602846, 43288531620, 43288531620, 19438522, 12872463095, 205749, 338148, 16577, 209310, 6250661864, 1020431403, 30436746, 3838508539, 178963, 535156, 18032, 156102, 1938401743, 1042143780, 15715613, 1650485338,
 1288858229, 7, 4894110, 599648, 846368, 1034957, 1632555, 122930400932, 55463429393, 214555, 823426, 14930901832, 14463342483, 823426, 992113, 16576763200, 6884109551, 308531, 630478, 38842, 614785, 29940251561, 29940251561, 20715356, 10673691987, 219177, 345395, 16520, 211164, 10352010423, 2065884714, 43019422, 1197845092, 181820, 565842, 18597, 154859, 3854301690, 1240690020, 16532336, 901113112,
 1288858530, 7, 4927220, 629355, 867593, 1084929, 1625386, 135153496867, 72765724837, 204051, 792195, 12105679050, 7152483322, 792195, 1012691, 19025606519, 4207760957, 306195, 630121, 35444, 623865, 44161059090, 44161059090, 15812484, 17913320716, 208278, 321974, 16279, 218331, 5607502490, 1221510320, 32300049, 162640950, 193688, 583913, 17494, 160162, 1573789356, 1027280510, 10421720, 1276993298,
 1288858831, 7, 4990576, 648996, 885785, 1120580, 1645366, 134481645156, 39100218941, 204882, 801528, 17844392598, 11070295262, 801528, 1008901, 20339774836, 3518362591, 313742, 620539, 36308, 636362, 21463782285, 21463782285, 18972325, 12014627707, 209602, 325071, 16540, 219859, 8721101186, 1834772490, 31040878, 255072879, 181394, 589906, 18105, 162402, 1770895436, 400326686, 26245376, 806325099,
 1288859132, 6, 5088946, 650290, 902854, 1123053, 1682683, 124628808956, 82966228374, 211616, 827822, 15728364301, 12488964221, 827822, 1025297, 16547586672, 5692875053, 324050, 641716, 37612, 646898, 50754942876, 50754942876, 21272646, 19531296496, 229509, 333992, 16319, 220412, 8705410481, 1135562436, 38341683, 2297972455, 190124, 591344, 18473, 171969, 3731355056, 380687376, 14368010, 720627082,
