BiFlowCache STAT 1288659901, 0, 8, 9925389, 6689884, 2787647, 2787647, 3919234, 5701611, 3063655, 5701611, 36473443, 75240839, 36151249, 1394689298, 1355599708, 
BiFlowCache STAT 1288660201, 0, 8, 10105448, 6755987, 2854534, 2854534, 3906757, 5514560, 3041585, 5514560, 36473443, 75240839, 36340599, 1397543836, 1358643596, 
BiFlowCache STAT 1288660501, 0, 7, 10135241, 6754908, 2830706, 2830706, 3912287, 5563953, 2781313, 5563953, 36473443, 75240839, 36462581, 1400374538, 1361596280, 
BiFlowCache STAT 1288660801, 0, 7, 9865543, 6698928, 2789239, 2789239, 3906070, 5532907, 2820285, 5532907, 36473443, 75240839, 36839430, 1403163776, 1364762367, 
BiFlowCache STAT 1288661101, 0, 7, 9895126, 6665355, 2714721, 2714721, 3948234, 5376494, 2871134, 5376494, 36473443, 75240839, 37163179, 1405878503, 1367800842, 
BiFlowCache STAT 1288661401, 0, 7, 10075446, 6785165, 2888915, 2888915, 3895131, 5483126, 2782283, 5483126, 36473443, 75240839, 37391436, 1408767427, 1370918024, 
BiFlowCache STAT 1288661701, 0, 7, 9655294, 6515377, 2670151, 2670151, 3854920, 5427765, 2725512, 5427765, 36473443, 75240839, 37938115, 1411437565, 1374134841, 
BiFlowCache STAT 1288662001, 0, 7, 9475395, 6376865, 2592401, 2592401, 3774649, 5141899, 2878267, 5141899, 36473443, 75240839, 38379082, 1414029967, 1377168210, 
BiFlowCache STAT 1288662301, 0, 7, 10225540, 6725378, 2905023, 2905023, 3834673, 5388741, 2658181, 5388741, 36473443, 75240839, 38473812, 1416934985, 1380167958, 
BiFlowCache STAT 1288662601, 0, 7, 9955521, 6746192, 2892395, 2892395, 3838577, 5674609, 2606527, 5674609, 36473443, 75240839, 38484532, 1419827381, 1383071074, 
BiFlowCache STAT 1288662901, 0, 7, 9804687, 6504864, 2742210, 2742210, 3768801, 5495892, 2920927, 5495892, 36473443, 75240839, 38594943, 1422569629, 1385923733, 
BiFlowCache STAT 1288663202, 0, 7, 9715673, 6544250, 2711234, 2711234, 3839356, 5315395, 2891731, 5315395, 36473443, 75240839, 38947364, 1425280862, 1388987387, 
BiFlowCache STAT 1288663501, 0, 7, 9775413, 6560811, 2770457, 2770457, 3792922, 5357553, 2728299, 5357553, 36473443, 75240839, 39218490, 1428051320, 1392028971, 
BiFlowCache STAT 1288663801, 0, 7, 10015674, 6894548, 2941947, 2941947, 3941689, 5585344, 2714156, 5585344, 36473443, 75240839, 39057866, 1430993256, 1394810283, 
BiFlowCache STAT 1288664101, 0, 7, 10195143, 6887839, 3020397, 3020397, 3866289, 5737713, 2868028, 5737713, 36473443, 75240839, 38857760, 1434013646, 1397630567, 
BiFlowCache STAT 1288664401, 0, 8, 10165206, 6904577, 2934027, 2934027, 3966192, 5695512, 2976228, 5695512, 36473443, 75240839, 38794885, 1436947654, 1400501700, 
BiFlowCache STAT 1288664701, 0, 8, 10375163, 7143817, 2711460, 2711460, 4433841, 5368713, 3038259, 5368713, 36473443, 75240839, 38865707, 1439659114, 1403283982, 
BiFlowCache STAT 1288665001, 0, 7, 9985315, 6502124, 2756873, 2756873, 3749804, 5335242, 2790344, 5335242, 36473443, 75240839, 38834318, 1442416014, 1406009493, 
BiFlowCache STAT 1288665301, 0, 7, 10225167, 6749344, 2713434, 2713434, 4032622, 5342905, 2705771, 5342905, 36473443, 75240839, 38999157, 1445129441, 1408887759, 
BiFlowCache STAT 1288665601, 0, 7, 9445513, 6293761, 2598589, 2598589, 3702074, 5120957, 2820537, 5120957, 36473443, 75240839, 39058753, 1447728026, 1411545939, 
BiFlowCache STAT 1288665901, 0, 7, 9325625, 6246872, 2569484, 2569484, 3669056, 5047305, 2643136, 5047305, 36473443, 75240839, 39095770, 1450297534, 1414152465, 
BiFlowCache STAT 1288666201, 0, 6, 9205755, 6150549, 2500738, 2500738, 3648503, 4940901, 2607142, 4940901, 36473443, 75240839, 39515961, 1452798270, 1417073391, 
BiFlowCache STAT 1288666502, 0, 7, 9121441, 6067549, 2486321, 2486321, 3587175, 4870555, 2556667, 4870555, 36473443, 75240839, 39921407, 1455284553, 1419965121, 
BiFlowCache STAT 1288666801, 0, 7, 10195257, 6751159, 2917418, 2917418, 3828735, 5287807, 2500166, 5287807, 36473443, 75240839, 39732286, 1458201973, 1422693419, 
BiFlowCache STAT 1288667102, 0, 7, 9625452, 6384208, 2684520, 2684520, 3703214, 5475248, 2497079, 5475248, 36473443, 75240839, 39759592, 1460888821, 1425407574, 
BiFlowCache STAT 1288667401, 0, 7, 9445677, 6254153, 2584808, 2584808, 3676728, 5096434, 2963622, 5096434, 36473443, 75240839, 40045135, 1463471306, 1428275601, 
BiFlowCache STAT 1288667701, 0, 7, 9505467, 6288676, 2643629, 2643629, 3650961, 5102605, 2637458, 5102605, 36473443, 75240839, 40377738, 1466114929, 1431251828, 
BiFlowCache STAT 1288668001, 0, 6, 9565624, 6351206, 2672856, 2672856, 3665521, 5190511, 2584950, 5190511, 36473443, 75240839, 40743140, 1468787785, 1434290086, 
BiFlowCache STAT 1288668302, 0, 6, 9116058, 6042371, 2508559, 2508559, 3539552, 5053913, 2645157, 5053913, 36473443, 75240839, 41024918, 1471296350, 1437080429, 
BiFlowCache STAT 1288668601, 0, 6, 9505676, 6329532, 2669532, 2669532, 3651540, 5070695, 2652750, 5070695, 36473443, 75240839, 41061163, 1473965875, 1439786199, 
BiFlowCache STAT 1288668901, 0, 7, 9175564, 6155711, 2560329, 2560329, 3604711, 5098009, 2533015, 5098009, 36473443, 75240839, 41321371, 1476526203, 1442606735, 
BiFlowCache STAT 1288669201, 0, 6, 9145829, 6108201, 2588451, 2588451, 3525728, 5028269, 2658191, 5028269, 36473443, 75240839, 41376052, 1479114658, 1445249870, 
BiFlowCache STAT 1288669501, 0, 7, 9115783, 6095793, 2547588, 2547588, 3545341, 5010683, 2565174, 5010683, 36473443, 75240839, 41435608, 1481662242, 1447857011, 
BiFlowCache STAT 1288669801, 0, 6, 9175830, 6120474, 2585411, 2585411, 3522896, 5011469, 2584625, 5011469, 36473443, 75240839, 41406862, 1484247654, 1450413677, 
BiFlowCache STAT 1288670101, 0, 6, 8904621, 5936096, 2487247, 2487247, 3463018, 4945595, 2553121, 4945595, 36473443, 75240839, 41419780, 1486734901, 1452913842, 
BiFlowCache STAT 1288670401, 0, 7, 9355844, 6206858, 2631517, 2631517, 3566483, 5006750, 2570362, 5006750, 36473443, 75240839, 41285344, 1489366415, 1455410920, 
BiFlowCache STAT 1288670701, 0, 6, 9505943, 6252308, 2700449, 2700449, 3556815, 5204344, 2502855, 5204344, 36473443, 75240839, 41548458, 1492066923, 1458374541, 
BiFlowCache STAT 1288671001, 0, 7, 9535636, 6353288, 2784275, 2784275, 3557446, 5356568, 2632051, 5356568, 36473443, 75240839, 41401656, 1494851181, 1461011998, 
BiFlowCache STAT 1288671301, 0, 7, 9415654, 6334407, 2770452, 2770452, 3575135, 5412645, 2714375, 5412645, 36473443, 75240839, 41216162, 1497621624, 1463596947, 
BiFlowCache STAT 1288671601, 0, 7, 9355608, 6287421, 2715057, 2715057, 3570129, 5365808, 2761894, 5365808, 36473443, 75240839, 41146258, 1500336684, 1466242103, 
BiFlowCache STAT 1288671901, 0, 7, 9295610, 6192913, 2668930, 2668930, 3517962, 5262610, 2772128, 5262610, 36473443, 75240839, 41130072, 1503005619, 1468894852, 
BiFlowCache STAT 1288672201, 0, 7, 9415554, 6320641, 2772739, 2772739, 3559291, 5323098, 2712251, 5323098, 36473443, 75240839, 40890379, 1505778326, 1471427866, 
BiFlowCache STAT 1288672501, 0, 7, 9355719, 6241752, 2698072, 2698072, 3538644, 5344320, 2676850, 5344320, 36473443, 75240839, 40850479, 1508476416, 1474086056, 
BiFlowCache STAT 1288672801, 0, 7, 9295452, 6164840, 2644009, 2644009, 3517642, 5214505, 2773824, 5214505, 36473443, 75240839, 40771624, 1511120444, 1476651229, 
BiFlowCache STAT 1288673101, 0, 7, 9235657, 6151785, 2631518, 2631518, 3520114, 5137847, 2708176, 5137847, 36473443, 75240839, 40724737, 1513751955, 1479235853, 
BiFlowCache STAT 1288673401, 0, 7, 9385551, 6254967, 2712708, 2712708, 3540906, 5215410, 2635145, 5215410, 36473443, 75240839, 40565139, 1516464673, 1481788973, 
BiFlowCache STAT 1288673701, 0, 7, 9173996, 6161979, 2626849, 2626849, 3526952, 5205389, 2636870, 5205389, 36473443, 75240839, 40503733, 1519096440, 1484359334, 
BiFlowCache STAT 1288674001, 0, 7, 10165659, 6606274, 2993521, 2993521, 3615930, 5493133, 2705777, 5493133, 36473443, 75240839, 40018006, 1522085022, 1486862188, 
BiFlowCache STAT 1288674301, 0, 7, 9265895, 6245094, 2695540, 2695540, 3564351, 5557168, 2631505, 5557168, 36473443, 75240839, 39954531, 1524780547, 1489494238, 
BiFlowCache STAT 1288674601, 0, 7, 9775276, 6518174, 2887622, 2887622, 3620219, 5453869, 2990921, 5453869, 36473443, 75240839, 39781287, 1527668164, 1492208612, 
BiFlowCache STAT 1288674901, 0, 7, 9535838, 6430190, 2747681, 2747681, 3679646, 5502261, 2699289, 5502261, 36473443, 75240839, 39795490, 1530415854, 1494970505, 
BiFlowCache STAT 1288675201, 0, 7, 9265933, 6284427, 2700955, 2700955, 3588332, 5320951, 2882265, 5320951, 36473443, 75240839, 39866661, 1533116810, 1497742632, 
BiFlowCache STAT 1288675501, 0, 7, 9565523, 6447906, 2788954, 2788954, 3648875, 5370629, 2739276, 5370629, 36473443, 75240839, 39789958, 1535905764, 1500454882, 
BiFlowCache STAT 1288675801, 0, 7, 9595727, 6592624, 2831273, 2831273, 3775523, 5493009, 2708893, 5493009, 36473443, 75240839, 39635536, 1538737035, 1503131731, 
BiFlowCache STAT 1288676101, 0, 8, 10375059, 7037498, 3095928, 3095928, 3936347, 5791336, 2797601, 5791336, 36473443, 75240839, 39313438, 1541832955, 1505905554, 
BiFlowCache STAT 1288676402, 0, 7, 9685630, 6562553, 2846062, 2846062, 3717844, 5805876, 2831522, 5805876, 36473443, 75240839, 39175542, 1544679026, 1508613729, 
BiFlowCache STAT 1288676701, 0, 7, 10015277, 6786864, 2919433, 2919433, 3860614, 5615200, 3110109, 5615200, 36473443, 75240839, 38891251, 1547598462, 1511248873, 
BiFlowCache STAT 1288677002, 0, 7, 9805446, 6668634, 2883094, 2883094, 3798717, 5675598, 2822696, 5675598, 36473443, 75240839, 38645033, 1550481549, 1513885742, 
BiFlowCache STAT 1288677301, 0, 7, 10258833, 6951869, 2998443, 2998443, 3944590, 5763916, 2910125, 5763916, 36473443, 75240839, 38352377, 1553479980, 1516591518, 
BiFlowCache STAT 1288677601, 0, 7, 11094509, 7466248, 3292553, 3292553, 4171307, 6158084, 2898385, 6158084, 36473443, 75240839, 37691327, 1556772534, 1519223022, 
BiFlowCache STAT 1288677901, 0, 8, 11035052, 7460468, 3309225, 3309225, 4153087, 6441373, 3025936, 6441373, 36473443, 75240839, 37373022, 1560081759, 1522213942, 
BiFlowCache STAT 1288678201, 0, 8, 11004909, 7488285, 3339880, 3339880, 4158098, 6481821, 3299432, 6481821, 36473443, 75240839, 36732431, 1563421638, 1524913230, 
BiFlowCache STAT 1288678501, 0, 9, 11185077, 7523644, 3317749, 3317749, 4194639, 6512845, 3286725, 6512845, 36473443, 75240839, 36296947, 1566739386, 1527795494, 
BiFlowCache STAT 1288678801, 0, 8, 11664534, 7899812, 3417760, 3417760, 4487663, 6576250, 3354355, 6576250, 36473443, 75240839, 35618461, 1570157147, 1530534769, 
BiFlowCache STAT 1288679101, 0, 9, 13883147, 9691039, 3670667, 3670667, 6026079, 6939260, 3307657, 6939260, 36473443, 75240839, 34656687, 1573827813, 1533243661, 
BiFlowCache STAT 1288679401, 0, 10, 13254041, 8804331, 4238799, 4238799, 4568231, 7839072, 3338987, 7839072, 36473443, 75240839, 33215488, 1578066612, 1536041261, 
BiFlowCache STAT 1288679701, 0, 10, 12804061, 8674165, 3821311, 3821311, 4855254, 8023892, 3636491, 8023892, 36473443, 75240839, 35335805, 1581887924, 1541982890, 
BiFlowCache STAT 1288680001, 0, 11, 13583359, 9013790, 4129465, 4129465, 4882280, 7779749, 4373608, 7779749, 36473443, 75240839, 34029034, 1586017391, 1544805585, 
BiFlowCache STAT 1288680302, 0, 10, 13613485, 9076128, 4110180, 4110180, 4957905, 8058614, 3831315, 8058614, 36473443, 75240839, 32828980, 1590127569, 1547715709, 
BiFlowCache STAT 1288680601, 0, 10, 14093288, 9380577, 4345699, 4345699, 5035391, 8255418, 4148895, 8255418, 36473443, 75240839, 31381662, 1594473271, 1550614093, 
BiFlowCache STAT 1288680901, 0, 10, 14283092, 9524618, 4233648, 4233648, 5302988, 8388596, 4100470, 8388596, 36473443, 75240839, 30173950, 1598706917, 1553640028, 
BiFlowCache STAT 1288681201, 0, 13, 15143098, 10137106, 4309601, 4309601, 5808256, 8357684, 4340513, 8357684, 36473443, 75240839, 29163782, 1603016516, 1556939459, 
BiFlowCache STAT 1288681501, 0, 10, 15262989, 10149543, 4482134, 4482134, 5667033, 8631176, 4208642, 8631176, 36473443, 75240839, 27968366, 1607498656, 1560226183, 
BiFlowCache STAT 1288681801, 0, 11, 15982259, 10714314, 4519227, 4519227, 6209620, 8812296, 4338107, 8812296, 36473443, 75240839, 26803498, 1612017878, 1563580537, 
BiFlowCache STAT 1288682101, 0, 11, 16462162, 10925710, 4791445, 4791445, 6128360, 9126048, 4477693, 9126048, 36473443, 75240839, 25319707, 1616809326, 1566888193, 
BiFlowCache STAT 1288682401, 0, 12, 17181204, 11463998, 5008751, 5008751, 6452435, 9600857, 4533942, 9600857, 36473443, 75240839, 23649944, 1621818074, 1570227179, 
BiFlowCache STAT 1288682701, 0, 12, 16911362, 11378436, 4918882, 4918882, 6459874, 9715211, 4804528, 9715211, 36473443, 75240839, 22367551, 1626736957, 1573863669, 
BiFlowCache STAT 1288683001, 0, 13, 17511019, 11860005, 5218875, 5218875, 6631392, 9913349, 5020737, 9913349, 36473443, 75240839, 21522282, 1631955833, 1578237276, 
BiFlowCache STAT 1288683301, 0, 13, 17690868, 11974381, 5209121, 5209121, 6767482, 10204480, 4917990, 10204480, 36473443, 75240839, 20144476, 1637164953, 1582068590, 
BiFlowCache STAT 1288683601, 0, 13, 17931138, 12105385, 5260674, 5260674, 6844808, 10225408, 5239746, 10225408, 36473443, 75240839, 19032693, 1642425630, 1586217484, 
BiFlowCache STAT 1288683901, 0, 13, 18380586, 12324954, 5335132, 5335132, 7001843, 10368270, 5192270, 10368270, 36473443, 75240839, 17798033, 1647760759, 1590317953, 
BiFlowCache STAT 1288684201, 0, 12, 19190495, 12914934, 5563859, 5563859, 7346487, 10657890, 5274239, 10657890, 36473443, 75240839, 16574683, 1653324622, 1594658465, 
BiFlowCache STAT 1288684501, 0, 13, 18884646, 12704956, 5653127, 5653127, 7040961, 10990028, 5320989, 10990028, 36473443, 75240839, 15130200, 1658977745, 1598867106, 
BiFlowCache STAT 1288684801, 0, 15, 20059586, 13328477, 5937305, 5937305, 7397446, 11356218, 5571115, 11356218, 36473443, 75240839, 13530995, 1664915057, 1603205212, 
BiFlowCache STAT 1288685101, 0, 13, 21229361, 14007862, 5975448, 5975448, 8041803, 11685539, 5646127, 11685539, 36473443, 75240839, 12033243, 1670890501, 1607682904, 
BiFlowCache STAT 1288685401, 0, 13, 20389195, 13553741, 5998624, 5998624, 7556637, 11731309, 5952854, 11731309, 36473443, 75240839, 10568562, 1676889122, 1612216845, 
BiFlowCache STAT 1288685701, 0, 13, 20839455, 13843250, 6055313, 6055313, 7783281, 11815425, 5971197, 11815425, 36473443, 75240839, 14338499, 1682944449, 1622042108, 
BiFlowCache STAT 1288686001, 0, 13, 21499096, 14298657, 6193698, 6193698, 8102724, 11990311, 6018812, 11990311, 36473443, 75240839, 13062796, 1689138140, 1626960097, 
BiFlowCache STAT 1288686301, 0, 13, 21438847, 14282397, 6176472, 6176472, 8103758, 12099155, 6067628, 12099155, 36473443, 75240839, 12126077, 1695314604, 1632199842, 
BiFlowCache STAT 1288686601, 0, 14, 21798591, 14556913, 6246743, 6246743, 8304396, 12146130, 6199768, 12146130, 36473443, 75240839, 11071601, 1701561350, 1637392111, 
BiFlowCache STAT 1288686901, 1, 13, 21139153, 14072498, 6140653, 6140653, 7931105, 12116169, 6170614, 12116169, 36473443, 75240839, 15526172, 1707702004, 1647987337, 
BiFlowCache STAT 1288687201, 0, 13, 21228808, 14133196, 6112442, 6112442, 8034178, 11988993, 6239618, 11988993, 36473443, 75240839, 14984842, 1713814448, 1653558451, 
BiFlowCache STAT 1288687501, 0, 13, 22278644, 14738126, 6349689, 6349689, 8374314, 12154783, 6183899, 12154783, 36473443, 75240839, 14281284, 1720164133, 1659204577, 
BiFlowCache STAT 1288687802, 0, 14, 22158157, 14761946, 6454200, 6454200, 8315934, 12518067, 6090916, 12518067, 36473443, 75240839, 13779937, 1726618332, 1665157430, 
BiFlowCache STAT 1288688101, 0, 16, 23001305, 15146335, 6701022, 6701022, 8454013, 12892438, 6326651, 12892438, 36473443, 75240839, 13050107, 1733319359, 1671128626, 
BiFlowCache STAT 1288688402, 0, 15, 22907969, 15140970, 6651825, 6651825, 8488972, 13033842, 6510421, 13033842, 36473443, 75240839, 12416663, 1739971613, 1677147437, 
BiFlowCache STAT 1288688701, 0, 14, 22667911, 15067169, 6514795, 6514795, 8554008, 12910138, 6638499, 12910138, 36473443, 75240839, 11969928, 1746485975, 1683215064, 
BiFlowCache STAT 1288689001, 0, 15, 23447942, 15496897, 6732042, 6732042, 8746064, 12943711, 6698469, 12943711, 36473443, 75240839, 17608266, 1753218018, 1695585444, 
BiFlowCache STAT 1288689301, 0, 16, 23447540, 15615120, 6747879, 6747879, 8876854, 13186834, 6504756, 13186834, 36473443, 75240839, 17100002, 1759965898, 1701825061, 
BiFlowCache STAT 1288689601, 0, 15, 24077048, 15994687, 6717013, 6717013, 9280768, 13178062, 6725785, 13178062, 36473443, 75240839, 16563571, 1766686832, 1708008959, 
BiFlowCache STAT 1288689901, 0, 15, 23687839, 15651529, 6767848, 6767848, 8884124, 13200332, 6745578, 13200332, 36473443, 75240839, 15889954, 1773450759, 1714099874, 
BiFlowCache STAT 1288690201, 0, 15, 24466987, 16241268, 7051620, 7051620, 9179006, 13532070, 6719882, 13532070, 36473443, 75240839, 15164978, 1780502385, 1720426524, 
BiFlowCache STAT 1288690501, 0, 21, 23777547, 15710154, 6734607, 6734607, 8984030, 13460519, 6806158, 13460519, 36473443, 75240839, 14940792, 1787236992, 1726936944, 
BiFlowCache STAT 1288690801, 0, 16, 23897342, 15882610, 6719796, 6719796, 9161591, 13262704, 6917611, 13262704, 36473443, 75240839, 21557964, 1793956786, 1740273910, 
BiFlowCache STAT 1288691101, 0, 15, 25306770, 16741927, 6927053, 6927053, 9820359, 13348747, 6841010, 13348747, 36473443, 75240839, 21135670, 1800883834, 1746778665, 
BiFlowCache STAT 1288691401, 0, 16, 24046941, 15998207, 6741054, 6741054, 9256638, 13359011, 6730790, 13359011, 36473443, 75240839, 21120402, 1807624886, 1753504449, 
BiFlowCache STAT 1288691701, 0, 15, 24433452, 16211350, 7034691, 7034691, 9177088, 13576214, 6817488, 13576214, 36473443, 75240839, 20694123, 1814796742, 1760250026, 
BiFlowCache STAT 1288692001, 0, 15, 24767164, 16376906, 7097697, 7097697, 9271942, 13839765, 6834146, 13839765, 36473443, 75240839, 20453468, 1821757278, 1766969907, 
BiFlowCache STAT 1288692301, 0, 17, 24347227, 16155013, 6918279, 6918279, 9228200, 13648639, 7109405, 13648639, 36473443, 75240839, 20341349, 1828675554, 1773776064, 
BiFlowCache STAT 1288692601, 0, 19, 24706888, 16399562, 7060185, 7060185, 9359723, 13642911, 7065913, 13642911, 36473443, 75240839, 20198773, 1835735740, 1780693674, 
BiFlowCache STAT 1288692901, 0, 17, 24646789, 16392150, 7020008, 7020008, 9363237, 13753401, 6909518, 13753401, 36473443, 75240839, 20019771, 1842755751, 1787534683, 
BiFlowCache STAT 1288693201, 0, 16, 25306309, 16798609, 7203712, 7203712, 9583157, 13889408, 7067705, 13889408, 36473443, 75240839, 19546853, 1849959458, 1794265472, 
BiFlowCache STAT 1288693501, 0, 16, 25066833, 16612356, 7164203, 7164203, 9462762, 14049621, 7003990, 14049621, 36473443, 75240839, 19200137, 1857123662, 1801082959, 
BiFlowCache STAT 1288693801, 0, 18, 27075779, 18016525, 7327175, 7327175, 10691585, 14169222, 7207574, 14169222, 36473443, 75240839, 18707109, 1864450834, 1807917104, 
BiFlowCache STAT 1288694101, 0, 16, 25127133, 16759403, 7170904, 7170904, 9571923, 14168804, 7171322, 14168804, 36473443, 75240839, 11536205, 1871621738, 1807917104, 
BiFlowCache STAT 1288694401, 0, 16, 24466246, 16277778, 6949724, 6949724, 9340858, 13844776, 7273752, 13844776, 36473443, 75240839, 11695885, 1878571462, 1815026508, 
BiFlowCache STAT 1288694701, 0, 15, 24826948, 16501577, 7143113, 7143113, 9345903, 13781667, 7206222, 13781667, 36473443, 75240839, 11618684, 1885714575, 1822092420, 
BiFlowCache STAT 1288695001, 0, 16, 23567258, 15624929, 6718039, 6718039, 8914057, 13564548, 6935158, 13564548, 36473443, 75240839, 11810162, 1892432614, 1829001937, 
BiFlowCache STAT 1288695301, 0, 15, 23912914, 15847988, 6887016, 6887016, 8959312, 13291980, 7159584, 13291980, 36473443, 75240839, 11990850, 1899319630, 1836069641, 
BiFlowCache STAT 1288695601, 0, 14, 24646954, 16319879, 7162322, 7162322, 9166174, 13750111, 6704191, 13750111, 36473443, 75240839, 11832517, 1906481952, 1843073630, 
BiFlowCache STAT 1288695901, 0, 15, 23627703, 15752717, 6929290, 6929290, 8813102, 13774528, 6904873, 13774528, 36473443, 75240839, 12110800, 1913411242, 1850281203, 
BiFlowCache STAT 1288696201, 0, 25, 24887146, 16531566, 7097471, 7097471, 9439153, 13725478, 7146521, 13725478, 36473443, 75240839, 12184650, 1920508713, 1857452524, 
BiFlowCache STAT 1288696501, 0, 16, 23717971, 15712453, 6635423, 6635423, 9072829, 13406460, 6954441, 13406460, 36473443, 75240839, 12822978, 1927144136, 1864726275, 
BiFlowCache STAT 1288696801, 0, 15, 20958981, 13195894, 6699573, 6699573, 6491946, 13098969, 7007064, 13098969, 36473443, 75240839, 13329626, 1933843709, 1871932496, 
BiFlowCache STAT 1288697101, 0, 15, 24826725, 16299155, 7113413, 7113413, 9201242, 13529545, 6682837, 13529545, 36473443, 75240839, 20310953, 1940957122, 1886027236, 
BiFlowCache STAT 1288697401, 0, 15, 24197433, 16041043, 7064308, 7064308, 8964326, 13958345, 6635508, 13958345, 36473443, 75240839, 19950835, 1948021430, 1892731426, 
BiFlowCache STAT 1288697701, 0, 15, 25276744, 16795255, 7591320, 7591320, 9213043, 14312920, 7236745, 14312920, 36473443, 75240839, 19264387, 1955612750, 1899636298, 
BiFlowCache STAT 1288698001, 0, 19, 24947177, 16685694, 7458856, 7458856, 9216785, 14723409, 7048367, 14723409, 36473443, 75240839, 18952051, 1963071606, 1906782818, 
BiFlowCache STAT 1288698301, 0, 17, 24407070, 16290012, 7165041, 7165041, 9127827, 14278110, 7610340, 14278110, 36473443, 75240839, 18741450, 1970236647, 1913737258, 
BiFlowCache STAT 1288698601, 0, 16, 25726832, 17034139, 7433220, 7433220, 9606910, 14278794, 7432536, 14278794, 36473443, 75240839, 18315293, 1977669867, 1920744321, 
BiFlowCache STAT 1288698901, 0, 17, 25525122, 16796044, 7195918, 7195918, 9591652, 14309306, 7165406, 14309306, 36473443, 75240839, 17802211, 1984865785, 1927427157, 
BiFlowCache STAT 1288699201, 0, 16, 26806566, 17530510, 7510292, 7510292, 10024752, 14397643, 7421955, 14397643, 36473443, 75240839, 16927426, 1992376077, 1934062664, 
BiFlowCache STAT 1288699501, 0, 16, 26056592, 17181792, 7302778, 7302778, 9878266, 14446827, 7253594, 14446827, 36473443, 75240839, 16861392, 1999678855, 1941299408, 
BiFlowCache STAT 1288699801, 0, 16, 25816378, 16952378, 7329289, 7329289, 9635711, 14293393, 7482723, 14293393, 36473443, 75240839, 16580469, 2007008144, 1948347774, 
BiFlowCache STAT 1288700101, 0, 17, 25156975, 16694143, 7194172, 7194172, 9484768, 14176682, 7310883, 14176682, 36473443, 75240839, 16996636, 2014202316, 1955958113, 
BiFlowCache STAT 1288700401, 0, 16, 24677786, 16423195, 7148130, 7148130, 9280261, 14034215, 7290597, 14034215, 36473443, 75240839, 17281041, 2021350446, 1963390648, 
BiFlowCache STAT 1288700701, 0, 15, 25006710, 16642892, 7189828, 7189828, 9457112, 13990025, 7234018, 13990025, 36473443, 75240839, 17256618, 2028540274, 1970556053, 
BiFlowCache STAT 1288701001, 0, 15, 25007407, 16737093, 7245573, 7245573, 9482193, 14135563, 7100035, 14135563, 36473443, 75240839, 24686592, 2035785847, 1985231600, 
BiFlowCache STAT 1288701301, 0, 15, 24317561, 16215683, 6959230, 6959230, 9262689, 13857016, 7237777, 13857016, 36473443, 75240839, 25210084, 2042745077, 1992714322, 
BiFlowCache STAT 1288701601, 0, 16, 25906391, 17290453, 7606162, 7606162, 9677747, 14217753, 7245425, 14217753, 36473443, 75240839, 24914804, 2050351239, 2000025204, 
BiFlowCache STAT 1288701901, 0, 16, 25846687, 17121136, 7352236, 7352236, 9769524, 14618116, 6951873, 14618116, 36473443, 75240839, 24853164, 2057703475, 2007315800, 
BiFlowCache STAT 1288702201, 0, 24, 26056855, 17229482, 7475425, 7475425, 9759475, 14496328, 7597213, 14496328, 36473443, 75240839, 24611756, 2065178900, 2014549817, 
BiFlowCache STAT 1288702501, 0, 17, 27082501, 17739321, 7700626, 7700626, 10047816, 14768387, 7428567, 14768387, 36473443, 75240839, 24011164, 2072879526, 2021649851, 
BiFlowCache STAT 1288702801, 0, 17, 26746171, 17594137, 7643392, 7643392, 9951564, 14993558, 7418221, 14993558, 36473443, 75240839, 23605548, 2080522918, 2028887627, 
BiFlowCache STAT 1288703101, 0, 17, 27795587, 18325532, 7949799, 7949799, 10376377, 15248839, 7694518, 15248839, 36473443, 75240839, 22901168, 2088472722, 2036133051, 
BiFlowCache STAT 1288703401, 0, 16, 26146128, 17395203, 7539619, 7539619, 9846310, 15102713, 7685745, 15102713, 36473443, 75240839, 22313425, 2096012337, 2043084923, 
BiFlowCache STAT 1288703701, 0, 16, 25157259, 16671177, 7265676, 7265676, 9400594, 14500477, 7867912, 14500477, 36473443, 75240839, 22644959, 2103278015, 2050682135, 
BiFlowCache STAT 1288704001, 0, 16, 27316023, 17976975, 7800147, 7800147, 10176696, 14721300, 7579324, 14721300, 36473443, 75240839, 22273379, 2111078161, 2058110701, 
BiFlowCache STAT 1288704301, 0, 16, 27464938, 18205249, 7837417, 7837417, 10365020, 15267701, 7291016, 15267701, 36473443, 75240839, 21854183, 2118915577, 2065528921, 
BiFlowCache STAT 1288704601, 0, 16, 27795538, 18231157, 7783332, 7783332, 10456781, 15285957, 7765076, 15285957, 36473443, 75240839, 21765367, 2126698910, 2073223438, 
BiFlowCache STAT 1288704901, 0, 17, 28665149, 18950858, 7976568, 7976568, 10967435, 15544576, 7717949, 15544576, 36473443, 75240839, 29334571, 2134683832, 2088777093, 
BiFlowCache STAT 1288705201, 0, 16, 26386612, 17432612, 7466180, 7466180, 9964216, 15102799, 7907957, 15102799, 36473443, 75240839, 29446002, 2142152225, 2096356416, 
BiFlowCache STAT 1288705501, 0, 16, 26866534, 17834552, 7712981, 7712981, 10124492, 14831761, 7984019, 14831761, 36473443, 75240839, 29033627, 2149854643, 2103647431, 
