# RATIO_100vts, density
0.94376782971253, 1
0.999978495086127, 1
0.777368820767744, 1
0.0, 52
0.992700729927007, 5
0.997734545371034, 1
0.991173733295379, 1
0.617966524216524, 1
0.86180608906922, 1
0.999586435070306, 7
0.99980896585332, 1
0.994407652685798, 1
0.591867469879518, 1
0.546513889216891, 1
0.956492372139023, 1
0.707547169811321, 1
0.614028547627204, 1
0.858395823784907, 1
0.836614308993278, 1
0.850392185791527, 1
0.998935813575605, 1
0.683215962441314, 1
0.997474747474748, 4
0.93448275862069, 1
0.998386942255124, 1
0.999918896842991, 1
0.907851412794504, 1
0.815930941688029, 1
0.866818598882972, 1
0.785827864820899, 1
0.989301801801802, 1
0.828246469429619, 1
0.999787460148778, 2
0.78271246586829, 1
0.523462489410753, 1
0.61025641025641, 1
0.998526175682792, 1
0.999931718269666, 1
0.60239651416122, 1
0.717261904761905, 1
0.870172185577038, 1
0.382787120110067, 1
0.99931693989071, 3
0.823987111543165, 1
0.999543795620438, 1
0.997163443040223, 1
0.873603910087508, 1
0.998391248391248, 1
0.999830518920252, 1
0.821985086677528, 1
0.867334634870365, 1
0.61115222744396, 1
0.751795492706738, 1
0.997967196082872, 1
0.587624209575429, 1
0.906914893617021, 1
0.998928976382344, 1
0.872881355932203, 1
0.841585399528208, 1
0.879976397254681, 1
0.998597425537235, 1
0.896322680529024, 1
0.886231057109604, 1
0.797461610226135, 1
0.999816371548845, 1
0.999647300828918, 1
0.844872533987377, 1
0.624724061810154, 1
0.99812925170068, 1
0.997716315655925, 1
0.999436302142052, 1
0.784524249103896, 1
0.839371239485075, 1
0.668583506889065, 1
0.996707818930041, 1
0.95362062180244, 1
0.999021526418787, 2
0.996098626716604, 1
0.834799202068988, 1
0.845547370954727, 1
0.998070736724252, 1
0.834253255489152, 1
0.997905186434819, 1
0.901559500901637, 1
0.553049828178694, 1
0.991919617382042, 1
0.856310214567567, 1
0.915468164794007, 1
0.862035014341365, 1
0.999473407056346, 1
0.811283192567416, 1
0.99375, 3
0.854118482740182, 1
0.878249607376573, 1
0.843306538855427, 1
0.87397860840227, 1
0.999609679937549, 1
0.545189912332739, 1
0.875060298158978, 1
0.999428333122473, 1
0.855191798857284, 1
0.481645931224731, 1
0.955591140608118, 1
0.999338660626107, 1
0.888511037160989, 1
0.999305455992292, 1
0.923545118699348, 1
0.831855921855922, 1
0.999038270246667, 1
0.998704487279946, 1
0.625732585878661, 1
0.911392405063291, 1
0.999265178409634, 1
0.826234915326819, 1
0.999561403508772, 1
0.998037902554731, 1
0.832601764248508, 1
0.999295874376205, 1
0.938706010878886, 1
0.997706852361326, 1
0.937086092715232, 1
0.57303409881698, 1
0.812269472684634, 1
0.998403674026528, 1
0.564630111266848, 1
0.727664474928951, 1
0.999675324675325, 2
0.999321467179648, 1
0.872431960476015, 1
0.85619510933783, 1
0.67741935483871, 1
0.75167714884696, 1
0.997670807453416, 1
0.999337260677467, 1
0.844706911636045, 1
0.894444828045985, 1
0.939983277591973, 1
0.803705027072297, 1
0.830505725141437, 1
0.930610287358184, 1
0.932872577849601, 1
0.846088235679251, 1
0.944503200514209, 1
0.967946677726551, 1
0.825299145299145, 1
0.604859137627263, 1
0.898413610424359, 1
0.99763226045135, 1
0.99779142228739, 1
0.885189519779343, 1
0.563817298767417, 1
0.825001750964778, 1
0.999722991689751, 1
0.996643549799002, 1
0.868106709679081, 1
0.878221453215613, 1
0.73050035881022, 1
0.925233644859813, 1
0.996840442338073, 7
0.923704413288526, 1
0.869312109325137, 1
0.981199537152257, 1
0.871913580246914, 1
0.999416228838295, 1
0.883445984093624, 1
0.999388379204893, 2
0.897163120567376, 1
0.805657423714828, 1
0.821476155571167, 1
0.899280575539568, 1
0.968373493975904, 1
0.998781676413255, 1
0.999057263384115, 1
0.835471439631191, 1
0.999014916898396, 1
0.904214929214929, 1
0.890767398148761, 1
0.846211987602646, 1
0.995598684908262, 1
0.793623603278549, 1
0.806748238165549, 1
0.922297297297297, 1
0.997702205882353, 2
0.869041936783487, 1
0.732741617357002, 1
0.746458242799801, 1
0.855056876159729, 1
0.999320652173913, 2
0.749251510219239, 1
0.997783999157301, 1
0.99889106612376, 1
0.55945281597039, 1
0.625710227272727, 1
0.933657292917203, 1
0.972240162720803, 1
0.9980757541735, 1
0.533281358531743, 1
0.999089386067521, 1
0.9688995215311, 1
0.888625592417062, 1
0.609943977591036, 1
0.999005964214712, 4
0.88534070645507, 1
0.603927203065134, 1
0.744496855345912, 1
0.989515665121859, 1
0.99963963963964, 1
0.856579422067392, 1
0.999130864197531, 1
0.999709835172022, 1
0.914728682170543, 1
0.868279569892473, 1
0.584729981378026, 1
0.936363636363636, 1
0.999311056802875, 1
0.891368321915516, 1
0.93890268283486, 1
0.809438534997891, 1
0.894364784378972, 1
0.588383838383838, 1
0.998506568535235, 1
0.738327964401327, 1
0.999834272456082, 1
0.999289772727273, 1
0.545393318965517, 1
0.999396863691194, 1
0.90188417959647, 1
0.656716417910448, 1
0.998716850186223, 1
0.969026548672566, 1
0.59765625, 1
0.983234714003945, 1
0.934030906089391, 1
0.999405392374385, 1
0.998857538466939, 1
0.824660103141116, 1
0.788070409479848, 1
0.999965997959878, 1
0.880677053450483, 1
0.736842105263158, 2
0.999910431870361, 1
0.786356588508746, 1
0.71523178807947, 1
0.999947038966946, 1
0.974808794670301, 1
0.999596231300513, 1
0.999454018475283, 1
0.999733688415446, 1
0.840061031704143, 1
0.994285714285714, 3
0.826403642888278, 1
0.98139834881321, 1
0.983333333333333, 6
0.712765957446808, 1
0.998498712883892, 1
0.890627453116389, 1
0.724806603615934, 1
0.991934891240447, 1
0.608663685937564, 1
0.342369563670012, 1
0.997498436522827, 1
0.999801238679325, 1
0.9797985118032, 1
0.887414157066769, 1
0.999071384978008, 1
0.997917931916688, 1
0.870172113856761, 1
0.841688983514782, 1
0.997638724911452, 1
0.793792187208649, 1
0.686274509803922, 1
0.578322549667236, 1
0.911584716273048, 1
0.847564538844883, 1
0.999571150097466, 1
0.988571428571429, 1
0.544927910149904, 1
0.89707990084365, 1
0.739280628713087, 1
0.649134199134199, 1
0.562289562289562, 1
0.827479115569578, 1
0.999694376528117, 1
0.999736286919831, 1
0.999224676561755, 1
0.998632010943912, 1
0.832850273763224, 1
0.50384539128187, 1
0.999414755131827, 1
0.795105563289867, 1
0.877605988917529, 1
0.999419532080822, 1
0.840467393320328, 1
0.855139169272528, 1
0.556949806949807, 1
0.999431414356788, 1
0.999598715890851, 2
0.932579349777863, 1
0.739664433098169, 1
0.812268420761898, 1
0.903735208169039, 1
0.812347734859471, 1
0.995749769150818, 1
0.986376326074819, 1
0.948137889968723, 1
0.355778294925093, 1
0.997752510018683, 1
0.86557638427884, 1
0.860884613809114, 1
0.737721496724267, 1
0.999164574366332, 1
0.999370409233998, 1
0.884741068863114, 1
0.804617766023979, 1
0.510650771252753, 1
0.154640734066201, 1
0.99948132780083, 1
0.808254993939528, 1
0.998495374780149, 1
0.998089519650655, 1
0.996627318718381, 1
0.695208565818574, 1
0.998925886287769, 1
0.999814814814815, 3
0.999153707512101, 1
0.983986599209371, 1
0.840627385975487, 1
0.982554567544217, 1
0.350930090589447, 1
0.999480844760992, 1
0.998598130841121, 1
0.998640245684648, 1
0.582288401253918, 1
0.999802839116719, 1
0.998734423676013, 1
0.99931906536451, 1
0.881648930485677, 1
0.77303775442636, 1
0.825091489903237, 1
0.999692780337942, 1
0.999531828913709, 1
0.798076923076923, 1
0.97630860258869, 1
0.583498349834983, 1
0.998095238095238, 6
0.997943595769683, 1
0.514247850327157, 1
0.796105775437524, 1
0.62242128121607, 1
0.994182786354691, 1
0.997535596933187, 1
0.998303647158609, 1
0.856870410894966, 1
0.701320132013201, 1
0.998753117206983, 1
0.821201658982046, 1
0.924140356363883, 1
0.833488838787345, 1
0.863108408296643, 1
0.998976446349239, 1
0.951940174786971, 1
0.785536982336424, 1
0.999893410171715, 1
0.824207934184249, 1
0.88045877294897, 1
0.633022774327122, 1
0.687218085476916, 1
0.652394061671412, 1
0.846792625999377, 1
0.999616417337936, 1
0.999611910810048, 1
0.999763126727201, 1
0.857688259707727, 1
0.999064727961162, 1
0.998827470686767, 1
0.872379885080104, 1
0.966956902644926, 1
0.999941587163491, 1
0.746882509307681, 1
0.999618264725569, 1
0.847394947699144, 1
0.999075494250125, 1
0.36080525736633, 1
