# VTS_0.5ratio, density
882.0, 13
807.0, 15
420.0, 35
948.0, 18
1052.0, 12
803.0, 9
692.0, 6
869.0, 16
292.0, 68
944.0, 11
386.0, 41
412.0, 31
275.0, 147
506.0, 32
369.0, 31
395.0, 41
593.0, 22
870.0, 20
489.0, 42
618.0, 22
1028.0, 7
1111.0, 10
614.0, 21
361.0, 38
849.0, 14
680.0, 18
267.0, 190
344.0, 38
519.0, 36
916.0, 16
404.0, 34
498.0, 38
581.0, 39
515.0, 29
775.0, 17
837.0, 8
912.0, 15
1073.0, 12
387.0, 34
771.0, 10
481.0, 45
842.0, 8
751.0, 7
259.0, 138
27.0, 1277
353.0, 37
37.0, 978
838.0, 13
473.0, 43
336.0, 42
561.0, 42
379.0, 47
456.0, 45
1049.0, 7
999.0, 19
1213.0, 18
739.0, 6
995.0, 16
3.0, 13630
549.0, 39
1205.0, 60
698.0, 7
1114.0, 6
371.0, 25
36.0, 1102
465.0, 41
2.0, 21942
863.0, 14
491.0, 40
51.0, 713
448.0, 57
35.0, 1086
440.0, 44
686.0, 15
620.0, 25
711.0, 12
1090.0, 10
1066.0, 7
707.0, 9
483.0, 39
781.0, 12
922.0, 11
50.0, 716
66.0, 312
608.0, 36
34.0, 1179
843.0, 10
432.0, 33
158.0, 87
49.0, 662
831.0, 16
844.0, 17
769.0, 12
567.0, 39
910.0, 13
1026.0, 16
654.0, 34
317.0, 45
1005.0, 10
64.0, 381
832.0, 13
94.0, 328
580.0, 39
890.0, 10
154.0, 77
48.0, 614
555.0, 35
214.0, 56
811.0, 16
642.0, 43
167.0, 94
63.0, 380
543.0, 32
576.0, 30
1195.0, 23
1112.0, 10
993.0, 24
309.0, 46
812.0, 11
878.0, 17
717.0, 8
429.0, 44
92.0, 320
1171.0, 9
1121.0, 4
973.0, 14
1088.0, 14
301.0, 39
713.0, 18
163.0, 92
210.0, 61
62.0, 414
800.0, 10
1202.0, 38
523.0, 39
223.0, 75
284.0, 108
90.0, 317
206.0, 59
159.0, 90
1097.0, 5
1087.0, 7
759.0, 11
1048.0, 8
961.0, 18
421.0, 31
293.0, 72
7.0, 5500
685.0, 16
88.0, 303
276.0, 125
660.0, 20
219.0, 53
413.0, 36
825.0, 9
1024.0, 12
747.0, 9
396.0, 49
202.0, 61
490.0, 44
155.0, 87
1057.0, 8
1162.0, 12
118.0, 171
1138.0, 6
215.0, 62
586.0, 30
268.0, 181
673.0, 12
582.0, 30
574.0, 34
1047.0, 8
648.0, 27
405.0, 40
1033.0, 14
884.0, 17
388.0, 42
116.0, 186
482.0, 28
508.0, 33
211.0, 70
260.0, 154
628.0, 47
805.0, 8
1098.0, 4
810.0, 10
793.0, 15
286.0, 81
380.0, 46
806.0, 9
872.0, 9
554.0, 42
363.0, 35
457.0, 28
529.0, 47
616.0, 36
1149.0, 6
1192.0, 17
967.0, 16
500.0, 41
1141.0, 10
372.0, 34
278.0, 121
963.0, 10
1184.0, 21
852.0, 15
517.0, 50
955.0, 19
773.0, 7
1017.0, 17
492.0, 30
355.0, 27
449.0, 45
475.0, 26
753.0, 14
778.0, 9
774.0, 13
840.0, 24
347.0, 36
33.0, 1181
679.0, 14
1128.0, 2
935.0, 14
1085.0, 13
675.0, 23
484.0, 34
741.0, 15
1077.0, 11
997.0, 14
467.0, 54
339.0, 38
32.0, 1154
1002.0, 15
1104.0, 5
459.0, 47
998.0, 12
799.0, 11
721.0, 12
47.0, 604
622.0, 30
647.0, 32
709.0, 11
643.0, 32
548.0, 50
451.0, 35
46.0, 650
779.0, 18
61.0, 490
1023.0, 10
544.0, 30
610.0, 20
1131.0, 6
45.0, 688
846.0, 19
1212.0, 476
5.0, 8435
590.0, 24
1107.0, 6
772.0, 14
285.0, 108
60.0, 512
941.0, 14
834.0, 20
1083.0, 5
1188.0, 16
86.0, 339
735.0, 13
768.0, 14
516.0, 47
44.0, 648
1003.0, 10
578.0, 28
151.0, 80
59.0, 627
991.0, 19
512.0, 35
1166.0, 11
1004.0, 12
929.0, 18
814.0, 8
1158.0, 16
1197.0, 33
277.0, 140
1148.0, 10
917.0, 15
397.0, 40
303.0, 62
653.0, 39
84.0, 301
1082.0, 10
715.0, 13
1043.0, 13
147.0, 83
114.0, 177
992.0, 14
740.0, 16
269.0, 175
58.0, 665
1124.0, 3
1074.0, 8
736.0, 12
254.0, 156
971.0, 19
802.0, 11
207.0, 51
82.0, 279
703.0, 12
641.0, 41
542.0, 33
143.0, 100
897.0, 14
604.0, 30
295.0, 70
9.0, 3867
389.0, 31
1157.0, 12
1133.0, 6
509.0, 44
112.0, 188
261.0, 180
964.0, 11
621.0, 18
287.0, 97
203.0, 62
381.0, 34
80.0, 264
250.0, 134
683.0, 12
270.0, 175
110.0, 227
364.0, 36
960.0, 17
139.0, 113
766.0, 17
199.0, 72
522.0, 52
501.0, 30
609.0, 27
584.0, 26
1093.0, 9
572.0, 33
373.0, 33
279.0, 157
820.0, 9
923.0, 15
399.0, 37
262.0, 177
493.0, 43
356.0, 50
108.0, 217
195.0, 66
985.0, 14
382.0, 27
148.0, 92
476.0, 35
746.0, 6
348.0, 41
255.0, 137
808.0, 17
331.0, 34
1179.0, 11
734.0, 14
796.0, 16
391.0, 32
12.0, 2806
485.0, 35
552.0, 44
903.0, 16
1064.0, 11
144.0, 96
468.0, 40
635.0, 96
374.0, 24
1155.0, 9
697.0, 14
965.0, 17
251.0, 125
340.0, 40
891.0, 13
970.0, 10
366.0, 34
460.0, 35
323.0, 45
953.0, 14
958.0, 14
1040.0, 10
443.0, 38
966.0, 10
714.0, 15
1115.0, 9
776.0, 11
1204.0, 48
315.0, 57
71.0, 312
1196.0, 37
615.0, 21
358.0, 39
677.0, 17
871.0, 10
452.0, 46
1012.0, 11
603.0, 26
933.0, 15
1091.0, 11
478.0, 34
435.0, 35
665.0, 20
938.0, 15
307.0, 45
427.0, 35
1000.0, 18
566.0, 42
69.0, 324
583.0, 34
470.0, 38
67.0, 311
645.0, 21
1207.0, 91
419.0, 35
959.0, 22
546.0, 35
1199.0, 37
57.0, 741
1102.0, 9
173.0, 81
534.0, 32
65.0, 359
1084.0, 9
1094.0, 9
885.0, 22
1177.0, 15
95.0, 305
782.0, 11
947.0, 17
708.0, 12
56.0, 770
1143.0, 9
78.0, 279
671.0, 24
704.0, 12
1153.0, 4
169.0, 94
770.0, 9
696.0, 15
1060.0, 8
927.0, 16
758.0, 10
514.0, 32
135.0, 103
93.0, 328
865.0, 13
1038.0, 17
597.0, 30
165.0, 76
1006.0, 14
1119.0, 9
1030.0, 15
853.0, 17
1069.0, 7
271.0, 157
932.0, 15
365.0, 36
76.0, 278
915.0, 11
928.0, 14
106.0, 237
131.0, 121
676.0, 18
651.0, 35
994.0, 7
191.0, 84
738.0, 11
161.0, 90
74.0, 277
639.0, 76
221.0, 65
577.0, 40
833.0, 5
357.0, 37
540.0, 35
263.0, 186
8.0, 4868
974.0, 11
1029.0, 8
565.0, 47
627.0, 28
383.0, 35
477.0, 42
104.0, 243
6.0, 6722
1.0, 41287
900.0, 11
140.0, 96
1214.0, 2
187.0, 79
72.0, 268
962.0, 20
247.0, 119
217.0, 45
102.0, 242
896.0, 23
702.0, 14
183.0, 81
469.0, 37
764.0, 14
545.0, 40
375.0, 33
520.0, 34
495.0, 38
136.0, 101
243.0, 86
859.0, 14
196.0, 70
367.0, 52
925.0, 14
461.0, 35
100.0, 293
1174.0, 12
1150.0, 12
350.0, 46
921.0, 18
132.0, 129
444.0, 44
179.0, 62
926.0, 17
682.0, 13
239.0, 89
988.0, 14
670.0, 13
847.0, 13
487.0, 44
1140.0, 10
15.0, 2175
744.0, 11
1132.0, 6
192.0, 81
732.0, 10
359.0, 44
11.0, 3108
453.0, 43
1035.0, 13
571.0, 19
479.0, 39
342.0, 50
128.0, 134
436.0, 35
1110.0, 9
1027.0, 15
893.0, 14
462.0, 38
235.0, 82
633.0, 64
827.0, 12
658.0, 23
188.0, 81
1191.0, 13
906.0, 12
889.0, 15
334.0, 37
411.0, 36
968.0, 19
894.0, 12
712.0, 9
815.0, 6
1076.0, 10
956.0, 15
471.0, 38
1068.0, 11
184.0, 77
551.0, 39
454.0, 38
613.0, 17
326.0, 44
605.0, 28
539.0, 40
244.0, 101
403.0, 28
446.0, 40
601.0, 30
874.0, 12
1129.0, 8
527.0, 30
936.0, 12
20.0, 1675
240.0, 73
91.0, 323
763.0, 14
438.0, 27
1194.0, 16
1089.0, 6
1079.0, 9
664.0, 16
895.0, 17
1065.0, 12
726.0, 14
89.0, 340
507.0, 30
1170.0, 14
119.0, 170
157.0, 86
743.0, 4
821.0, 12
1055.0, 11
87.0, 301
883.0, 18
1130.0, 10
888.0, 19
644.0, 32
499.0, 37
1025.0, 11
809.0, 8
950.0, 16
706.0, 14
607.0, 23
117.0, 196
153.0, 89
632.0, 65
1106.0, 11
213.0, 47
694.0, 16
85.0, 270
533.0, 43
115.0, 182
149.0, 74
789.0, 11
855.0, 10
595.0, 31
868.0, 9
851.0, 15
612.0, 22
209.0, 71
930.0, 9
856.0, 7
98.0, 304
918.0, 12
674.0, 14
777.0, 13
575.0, 45
282.0, 111
113.0, 197
145.0, 101
205.0, 50
757.0, 9
513.0, 47
1013.0, 9
96.0, 309
563.0, 33
351.0, 39
1160.0, 7
1136.0, 5
1086.0, 6
1152.0, 10
126.0, 150
836.0, 15
274.0, 167
898.0, 12
1001.0, 14
201.0, 87
231.0, 70
737.0, 9
266.0, 166
1169.0, 8
638.0, 108
700.0, 28
725.0, 12
1145.0, 7
343.0, 29
1161.0, 16
463.0, 40
124.0, 129
861.0, 12
1096.0, 8
227.0, 55
1046.0, 7
626.0, 31
180.0, 72
335.0, 34
795.0, 9
857.0, 14
258.0, 159
318.0, 45
122.0, 156
1210.0, 365
1127.0, 7
688.0, 11
862.0, 13
378.0, 31
783.0, 12
1105.0, 7
924.0, 16
705.0, 16
455.0, 43
14.0, 2287
606.0, 23
1103.0, 6
1186.0, 14
668.0, 14
176.0, 70
327.0, 40
10.0, 3442
447.0, 27
850.0, 15
1019.0, 14
236.0, 57
310.0, 49
573.0, 30
120.0, 183
594.0, 25
370.0, 33
430.0, 41
172.0, 74
569.0, 33
829.0, 16
1063.0, 10
656.0, 33
302.0, 56
830.0, 13
904.0, 18
19.0, 1718
1007.0, 12
892.0, 14
439.0, 34
345.0, 35
232.0, 46
817.0, 19
1039.0, 15
731.0, 14
328.0, 33
422.0, 26
168.0, 87
541.0, 27
818.0, 9
228.0, 57
987.0, 18
294.0, 62
880.0, 12
537.0, 44
414.0, 49
719.0, 22
1189.0, 18
26.0, 1177
337.0, 31
975.0, 11
320.0, 38
1208.0, 192
18.0, 1739
83.0, 253
224.0, 51
1165.0, 3
406.0, 31
699.0, 16
765.0, 11
312.0, 45
761.0, 13
600.0, 18
1050.0, 10
666.0, 29
1168.0, 14
25.0, 1258
81.0, 285
1125.0, 8
687.0, 17
1042.0, 11
662.0, 32
304.0, 47
141.0, 110
111.0, 187
823.0, 13
79.0, 281
588.0, 26
424.0, 39
1101.0, 9
819.0, 17
1211.0, 549
824.0, 17
886.0, 14
634.0, 82
109.0, 186
137.0, 110
568.0, 47
197.0, 67
150.0, 86
416.0, 22
630.0, 52
77.0, 275
981.0, 15
133.0, 115
1187.0, 18
107.0, 192
535.0, 39
791.0, 11
556.0, 34
531.0, 36
1072.0, 11
787.0, 20
804.0, 16
767.0, 12
866.0, 22
792.0, 9
1147.0, 7
858.0, 18
146.0, 92
193.0, 71
969.0, 15
854.0, 20
253.0, 160
105.0, 230
129.0, 124
1081.0, 7
693.0, 13
142.0, 91
189.0, 75
755.0, 11
1015.0, 8
1123.0, 5
949.0, 23
780.0, 12
1032.0, 8
319.0, 41
1011.0, 17
681.0, 15
1146.0, 7
249.0, 118
1016.0, 14
937.0, 13
362.0, 42
138.0, 100
185.0, 87
1041.0, 5
198.0, 66
245.0, 92
1122.0, 10
311.0, 45
727.0, 13
661.0, 34
1172.0, 17
636.0, 105
1164.0, 6
723.0, 15
431.0, 22
996.0, 17
164.0, 66
797.0, 11
354.0, 34
562.0, 38
1181.0, 13
649.0, 35
241.0, 90
474.0, 31
624.0, 24
194.0, 73
1173.0, 18
798.0, 12
346.0, 35
860.0, 20
329.0, 42
423.0, 30
13.0, 2558
785.0, 11
550.0, 33
1058.0, 7
160.0, 71
415.0, 32
1021.0, 16
786.0, 9
220.0, 57
466.0, 35
398.0, 31
596.0, 27
530.0, 23
338.0, 35
156.0, 80
848.0, 12
592.0, 25
1022.0, 11
458.0, 35
321.0, 39
1034.0, 12
1144.0, 10
1009.0, 12
441.0, 33
943.0, 23
17.0, 1926
407.0, 36
828.0, 15
518.0, 44
313.0, 40
216.0, 56
733.0, 13
667.0, 18
1010.0, 14
296.0, 57
390.0, 39
152.0, 81
729.0, 10
754.0, 12
1120.0, 10
450.0, 46
510.0, 45
212.0, 59
931.0, 21
989.0, 10
1203.0, 36
816.0, 12
433.0, 38
990.0, 10
655.0, 18
24.0, 1494
305.0, 58
1061.0, 16
1080.0, 8
742.0, 5
911.0, 14
425.0, 41
288.0, 87
16.0, 2052
977.0, 22
408.0, 38
502.0, 45
75.0, 261
208.0, 54
978.0, 18
1163.0, 12
280.0, 122
1037.0, 12
701.0, 19
1056.0, 9
899.0, 15
494.0, 36
602.0, 14
31.0, 1110
417.0, 34
536.0, 33
623.0, 18
400.0, 30
598.0, 23
23.0, 1484
73.0, 245
689.0, 7
1206.0, 61
103.0, 246
272.0, 197
486.0, 38
524.0, 29
392.0, 47
611.0, 22
826.0, 7
760.0, 13
1182.0, 11
822.0, 13
570.0, 21
101.0, 250
30.0, 1135
1067.0, 7
384.0, 40
181.0, 66
43.0, 673
134.0, 115
1142.0, 4
983.0, 9
748.0, 12
1059.0, 13
99.0, 262
504.0, 28
979.0, 11
558.0, 46
909.0, 5
984.0, 20
1118.0, 5
728.0, 11
905.0, 15
794.0, 15
130.0, 110
42.0, 758
177.0, 78
496.0, 28
237.0, 79
790.0, 21
97.0, 299
190.0, 85
972.0, 17
1108.0, 9
127.0, 138
695.0, 15
629.0, 63
691.0, 10
1100.0, 10
951.0, 20
716.0, 13
1183.0, 12
877.0, 11
1117.0, 7
952.0, 18
1018.0, 15
186.0, 70
233.0, 71
617.0, 26
1109.0, 5
939.0, 8
1159.0, 11
873.0, 13
1014.0, 13
246.0, 113
330.0, 40
125.0, 146
182.0, 74
229.0, 75
