# VTS_0.9ratio, density
1167.0, 6
882.0, 12
807.0, 13
420.0, 17
948.0, 16
803.0, 7
1052.0, 10
692.0, 4
869.0, 14
292.0, 33
944.0, 10
386.0, 18
412.0, 13
275.0, 130
506.0, 24
369.0, 10
395.0, 10
618.0, 13
593.0, 21
870.0, 19
489.0, 33
1028.0, 6
680.0, 12
1111.0, 7
614.0, 17
361.0, 15
849.0, 13
267.0, 163
519.0, 29
344.0, 11
404.0, 16
581.0, 37
515.0, 21
775.0, 15
916.0, 15
498.0, 30
837.0, 7
912.0, 13
481.0, 31
1073.0, 11
387.0, 13
771.0, 7
842.0, 5
751.0, 5
259.0, 116
27.0, 532
353.0, 12
379.0, 19
37.0, 522
838.0, 8
473.0, 27
336.0, 13
561.0, 37
1049.0, 5
456.0, 33
999.0, 18
1213.0, 16
739.0, 4
995.0, 15
3.0, 7567
549.0, 34
1205.0, 47
698.0, 5
371.0, 14
36.0, 631
465.0, 26
2.0, 13595
1114.0, 4
863.0, 13
448.0, 38
491.0, 32
51.0, 465
35.0, 574
440.0, 21
686.0, 11
620.0, 19
711.0, 9
1090.0, 10
1066.0, 6
707.0, 7
483.0, 32
781.0, 11
922.0, 10
50.0, 426
843.0, 6
66.0, 146
608.0, 34
34.0, 653
432.0, 19
158.0, 31
49.0, 397
831.0, 10
844.0, 13
567.0, 34
910.0, 9
769.0, 10
1026.0, 14
654.0, 28
317.0, 21
1005.0, 7
64.0, 196
832.0, 12
94.0, 218
580.0, 34
890.0, 10
154.0, 36
48.0, 346
555.0, 29
811.0, 12
214.0, 29
642.0, 39
167.0, 45
63.0, 187
543.0, 27
576.0, 24
1112.0, 5
1195.0, 19
993.0, 21
309.0, 21
812.0, 10
878.0, 12
717.0, 5
429.0, 27
92.0, 202
1171.0, 8
1121.0, 4
973.0, 12
1088.0, 12
713.0, 13
163.0, 41
301.0, 22
62.0, 234
210.0, 26
800.0, 8
1202.0, 35
523.0, 35
223.0, 31
284.0, 84
90.0, 193
206.0, 23
159.0, 47
1087.0, 5
1048.0, 4
1097.0, 5
961.0, 16
759.0, 9
421.0, 15
293.0, 45
7.0, 2881
685.0, 12
88.0, 192
276.0, 102
660.0, 19
219.0, 27
413.0, 20
747.0, 7
825.0, 8
1024.0, 11
1057.0, 5
396.0, 15
490.0, 33
155.0, 37
202.0, 30
1162.0, 7
118.0, 97
1138.0, 4
268.0, 146
215.0, 28
586.0, 24
1047.0, 6
673.0, 12
582.0, 27
574.0, 32
648.0, 25
405.0, 18
1033.0, 12
884.0, 13
116.0, 99
388.0, 21
482.0, 23
508.0, 24
211.0, 39
260.0, 125
628.0, 41
805.0, 4
1098.0, 3
810.0, 9
793.0, 11
286.0, 60
380.0, 14
806.0, 9
872.0, 7
363.0, 13
457.0, 19
554.0, 39
529.0, 40
616.0, 29
1149.0, 5
1192.0, 15
967.0, 13
500.0, 30
1141.0, 10
372.0, 19
278.0, 111
963.0, 9
1184.0, 16
852.0, 13
517.0, 41
955.0, 17
773.0, 5
492.0, 24
355.0, 11
1017.0, 16
449.0, 21
778.0, 5
475.0, 18
753.0, 12
774.0, 8
347.0, 10
840.0, 17
33.0, 620
679.0, 11
1128.0, 2
484.0, 23
935.0, 14
1085.0, 12
675.0, 18
741.0, 12
467.0, 34
1077.0, 8
997.0, 12
339.0, 13
32.0, 575
1002.0, 12
1104.0, 3
459.0, 28
998.0, 10
799.0, 7
721.0, 10
47.0, 309
622.0, 26
647.0, 30
709.0, 8
643.0, 28
548.0, 38
451.0, 19
46.0, 343
779.0, 14
61.0, 296
1023.0, 10
544.0, 23
610.0, 19
1131.0, 4
45.0, 346
846.0, 15
1212.0, 429
5.0, 4299
590.0, 22
1107.0, 3
772.0, 10
285.0, 71
60.0, 345
941.0, 10
768.0, 8
834.0, 19
1188.0, 15
86.0, 194
735.0, 11
516.0, 38
44.0, 314
1003.0, 10
1083.0, 5
991.0, 17
578.0, 20
151.0, 45
59.0, 431
512.0, 33
1166.0, 11
1004.0, 10
929.0, 15
814.0, 7
1158.0, 13
1197.0, 24
277.0, 124
1148.0, 9
917.0, 13
397.0, 18
653.0, 31
303.0, 31
84.0, 177
1082.0, 10
715.0, 11
269.0, 155
1043.0, 9
114.0, 85
992.0, 14
740.0, 9
147.0, 32
58.0, 476
1124.0, 3
1074.0, 6
736.0, 10
207.0, 25
254.0, 125
971.0, 18
802.0, 7
82.0, 140
703.0, 10
641.0, 37
542.0, 31
143.0, 42
604.0, 29
897.0, 12
295.0, 40
9.0, 2073
389.0, 8
1157.0, 11
1133.0, 6
509.0, 41
112.0, 94
261.0, 159
964.0, 10
203.0, 25
621.0, 14
287.0, 70
381.0, 13
80.0, 138
250.0, 107
683.0, 9
270.0, 148
110.0, 131
364.0, 14
960.0, 15
139.0, 52
766.0, 13
199.0, 34
522.0, 39
501.0, 22
609.0, 24
584.0, 25
1093.0, 7
373.0, 17
572.0, 31
279.0, 137
493.0, 33
262.0, 156
820.0, 7
923.0, 13
399.0, 13
356.0, 20
108.0, 114
382.0, 11
195.0, 21
985.0, 11
148.0, 41
476.0, 23
746.0, 4
348.0, 18
255.0, 111
331.0, 16
808.0, 15
1179.0, 9
734.0, 10
391.0, 9
796.0, 13
12.0, 1449
485.0, 23
552.0, 38
144.0, 44
903.0, 12
468.0, 24
1064.0, 9
635.0, 93
374.0, 14
1155.0, 8
251.0, 98
697.0, 10
965.0, 16
340.0, 18
891.0, 11
366.0, 12
970.0, 10
460.0, 21
323.0, 14
953.0, 14
714.0, 11
958.0, 13
1040.0, 9
443.0, 25
966.0, 8
1115.0, 6
776.0, 10
1204.0, 42
315.0, 29
71.0, 126
1196.0, 30
615.0, 18
358.0, 19
871.0, 9
452.0, 28
1012.0, 10
677.0, 15
603.0, 21
933.0, 12
1091.0, 11
478.0, 26
435.0, 19
665.0, 17
938.0, 13
307.0, 20
427.0, 18
566.0, 37
69.0, 140
1000.0, 15
583.0, 32
470.0, 26
67.0, 149
645.0, 19
1207.0, 79
419.0, 17
959.0, 19
546.0, 31
1199.0, 30
57.0, 513
1102.0, 7
173.0, 40
534.0, 27
65.0, 160
1084.0, 8
1094.0, 8
782.0, 8
885.0, 19
1177.0, 11
95.0, 188
947.0, 15
708.0, 10
56.0, 536
696.0, 10
78.0, 141
671.0, 21
704.0, 9
1153.0, 4
169.0, 37
770.0, 8
1143.0, 6
1060.0, 8
927.0, 13
758.0, 7
514.0, 24
135.0, 51
93.0, 214
865.0, 11
1038.0, 15
597.0, 28
165.0, 33
1006.0, 14
1119.0, 8
1030.0, 15
853.0, 15
1069.0, 4
271.0, 131
932.0, 14
365.0, 15
76.0, 118
915.0, 11
928.0, 13
676.0, 13
106.0, 129
131.0, 60
651.0, 32
994.0, 7
191.0, 34
738.0, 9
161.0, 41
74.0, 101
639.0, 71
221.0, 27
577.0, 36
833.0, 3
540.0, 31
263.0, 145
8.0, 2520
357.0, 11
974.0, 8
1029.0, 7
565.0, 37
383.0, 12
477.0, 32
104.0, 142
627.0, 20
6.0, 3402
1.0, 26059
900.0, 10
140.0, 46
1214.0, 2
187.0, 27
72.0, 116
247.0, 91
217.0, 13
962.0, 16
102.0, 143
896.0, 18
702.0, 11
183.0, 39
375.0, 14
764.0, 8
545.0, 35
469.0, 23
520.0, 30
495.0, 33
136.0, 45
243.0, 64
859.0, 13
196.0, 37
367.0, 18
925.0, 11
461.0, 21
100.0, 187
1174.0, 10
1150.0, 8
350.0, 22
921.0, 17
132.0, 67
444.0, 27
179.0, 23
926.0, 17
239.0, 52
682.0, 9
988.0, 13
670.0, 9
847.0, 11
487.0, 31
1140.0, 7
15.0, 1047
744.0, 8
1132.0, 5
192.0, 32
732.0, 7
359.0, 19
11.0, 1606
453.0, 26
1035.0, 8
571.0, 16
479.0, 25
342.0, 30
128.0, 66
436.0, 20
1110.0, 8
1027.0, 15
235.0, 43
633.0, 62
893.0, 13
827.0, 12
462.0, 22
658.0, 19
188.0, 31
1191.0, 11
906.0, 12
889.0, 13
334.0, 19
411.0, 13
968.0, 17
894.0, 11
1076.0, 6
712.0, 6
815.0, 5
956.0, 13
471.0, 29
1068.0, 8
184.0, 22
551.0, 36
454.0, 22
326.0, 14
605.0, 22
613.0, 16
539.0, 35
244.0, 77
403.0, 11
601.0, 24
446.0, 22
874.0, 11
1129.0, 3
936.0, 9
527.0, 28
20.0, 677
240.0, 49
91.0, 193
763.0, 8
1194.0, 13
438.0, 14
1089.0, 6
1079.0, 7
664.0, 15
895.0, 12
1065.0, 10
726.0, 10
89.0, 201
507.0, 25
1170.0, 10
119.0, 90
157.0, 36
743.0, 4
821.0, 9
1055.0, 9
87.0, 175
883.0, 15
1130.0, 8
888.0, 16
644.0, 26
499.0, 28
1025.0, 10
809.0, 8
706.0, 11
950.0, 13
607.0, 20
117.0, 96
153.0, 37
632.0, 65
213.0, 18
1106.0, 8
694.0, 13
85.0, 149
533.0, 36
115.0, 93
149.0, 28
789.0, 9
595.0, 27
855.0, 8
868.0, 7
851.0, 11
856.0, 6
612.0, 18
209.0, 29
930.0, 9
98.0, 173
777.0, 9
918.0, 9
674.0, 9
575.0, 38
282.0, 91
113.0, 104
145.0, 50
205.0, 23
757.0, 6
513.0, 39
1013.0, 9
96.0, 179
563.0, 32
351.0, 13
1160.0, 6
1136.0, 4
1086.0, 6
126.0, 74
1152.0, 10
836.0, 8
274.0, 137
898.0, 8
1001.0, 11
231.0, 36
201.0, 33
737.0, 7
266.0, 140
1169.0, 5
638.0, 105
700.0, 17
725.0, 7
1145.0, 6
343.0, 15
1161.0, 13
463.0, 26
124.0, 79
861.0, 10
1096.0, 4
227.0, 28
626.0, 28
180.0, 27
335.0, 12
1046.0, 7
795.0, 7
857.0, 11
258.0, 118
318.0, 20
122.0, 81
1210.0, 325
1127.0, 7
688.0, 7
862.0, 12
378.0, 14
783.0, 8
705.0, 8
924.0, 12
455.0, 27
14.0, 1084
1105.0, 5
606.0, 18
1103.0, 4
1186.0, 8
327.0, 18
176.0, 31
668.0, 10
10.0, 1778
447.0, 15
310.0, 16
1019.0, 13
850.0, 15
236.0, 32
573.0, 26
120.0, 109
370.0, 17
430.0, 24
594.0, 19
172.0, 36
569.0, 27
829.0, 15
302.0, 29
1063.0, 7
656.0, 27
830.0, 9
904.0, 16
19.0, 723
1007.0, 11
345.0, 9
892.0, 12
439.0, 18
232.0, 19
817.0, 18
1039.0, 14
731.0, 9
328.0, 10
422.0, 14
168.0, 40
294.0, 41
541.0, 25
987.0, 16
818.0, 8
228.0, 30
880.0, 11
537.0, 39
414.0, 19
337.0, 14
719.0, 15
1189.0, 14
26.0, 508
975.0, 10
320.0, 13
1208.0, 171
18.0, 746
83.0, 149
224.0, 23
1165.0, 2
406.0, 9
765.0, 7
699.0, 9
312.0, 19
761.0, 9
1050.0, 8
600.0, 15
666.0, 27
1168.0, 11
25.0, 520
81.0, 145
1125.0, 4
687.0, 15
1042.0, 11
662.0, 27
304.0, 17
141.0, 55
111.0, 105
823.0, 13
79.0, 134
588.0, 24
424.0, 20
1101.0, 3
819.0, 13
1211.0, 491
824.0, 16
886.0, 9
634.0, 75
109.0, 98
137.0, 51
568.0, 41
197.0, 32
150.0, 38
416.0, 9
630.0, 51
77.0, 128
981.0, 14
133.0, 62
1187.0, 16
107.0, 100
535.0, 34
791.0, 9
556.0, 31
531.0, 31
1072.0, 9
787.0, 14
804.0, 13
767.0, 11
866.0, 18
792.0, 8
1147.0, 4
193.0, 36
858.0, 17
146.0, 45
969.0, 13
253.0, 128
854.0, 18
105.0, 110
129.0, 63
1081.0, 7
693.0, 11
142.0, 34
189.0, 30
755.0, 9
1015.0, 6
1123.0, 5
949.0, 21
780.0, 8
319.0, 17
1032.0, 8
1011.0, 15
681.0, 10
1146.0, 6
249.0, 90
1016.0, 13
937.0, 11
362.0, 16
138.0, 57
185.0, 36
1041.0, 4
198.0, 15
245.0, 68
1122.0, 5
311.0, 14
727.0, 11
661.0, 31
1172.0, 13
636.0, 102
723.0, 8
1164.0, 5
431.0, 11
354.0, 13
164.0, 35
996.0, 14
797.0, 11
562.0, 32
1181.0, 10
194.0, 30
649.0, 31
241.0, 65
474.0, 19
624.0, 22
1173.0, 16
798.0, 8
346.0, 9
860.0, 17
423.0, 21
13.0, 1304
785.0, 9
550.0, 29
329.0, 15
1058.0, 5
160.0, 38
415.0, 16
220.0, 25
786.0, 7
1021.0, 13
466.0, 21
398.0, 11
596.0, 25
338.0, 14
530.0, 23
156.0, 42
848.0, 11
592.0, 21
1022.0, 7
458.0, 25
321.0, 17
1034.0, 12
1144.0, 8
1009.0, 10
17.0, 809
943.0, 20
441.0, 25
407.0, 9
828.0, 14
518.0, 36
313.0, 18
216.0, 21
667.0, 14
1010.0, 12
296.0, 32
390.0, 18
733.0, 10
152.0, 29
729.0, 8
754.0, 8
1120.0, 8
450.0, 23
510.0, 38
212.0, 21
931.0, 17
989.0, 10
1203.0, 32
433.0, 25
816.0, 11
990.0, 10
305.0, 27
655.0, 16
24.0, 646
1061.0, 13
1080.0, 7
742.0, 3
911.0, 12
425.0, 20
288.0, 62
16.0, 884
977.0, 19
408.0, 8
502.0, 33
75.0, 122
208.0, 16
701.0, 16
978.0, 17
1163.0, 10
280.0, 99
1037.0, 11
1056.0, 8
899.0, 15
494.0, 25
602.0, 11
31.0, 547
417.0, 15
536.0, 31
623.0, 16
400.0, 12
598.0, 22
23.0, 626
73.0, 115
689.0, 6
1206.0, 51
103.0, 144
272.0, 165
392.0, 18
486.0, 28
524.0, 23
611.0, 18
1182.0, 9
826.0, 5
760.0, 10
822.0, 9
570.0, 19
101.0, 140
30.0, 557
1067.0, 5
384.0, 19
181.0, 25
134.0, 61
43.0, 354
1142.0, 3
983.0, 9
99.0, 148
1059.0, 10
748.0, 10
504.0, 21
979.0, 10
558.0, 37
984.0, 17
909.0, 5
1118.0, 3
728.0, 7
794.0, 9
905.0, 12
130.0, 52
42.0, 366
177.0, 36
496.0, 25
237.0, 52
790.0, 18
97.0, 183
190.0, 29
1108.0, 5
972.0, 14
127.0, 71
695.0, 12
629.0, 59
691.0, 5
1100.0, 6
951.0, 17
716.0, 10
1183.0, 10
877.0, 9
1117.0, 7
617.0, 19
1018.0, 10
186.0, 38
233.0, 44
952.0, 18
1109.0, 3
939.0, 7
1159.0, 11
873.0, 11
1014.0, 12
246.0, 82
330.0, 18
125.0, 86
182.0, 32
229.0, 32
