# RATIO_10vts, density
0.967876512307051, 1
0.829804882090553, 1
0.815650350354638, 1
0.0, 155
0.854704328388539, 1
0.964679487179487, 1
0.824634367439715, 1
0.904724423959151, 1
0.756618402991959, 1
0.850132415471207, 1
0.903913827337201, 1
0.462759775405584, 1
0.9755859375, 1
0.882429271071192, 1
0.61509900990099, 1
0.69621918719141, 1
0.93952935467571, 1
0.996539340515834, 1
0.607046414108991, 1
0.930300212877839, 1
0.775827503165756, 1
0.914666666666667, 1
0.925074245814675, 1
0.9141140682898, 1
0.99968731368432, 1
0.876420454545455, 1
0.862517017353392, 1
0.605523136773137, 1
0.719335928206471, 1
0.975922928124798, 1
0.853771090285237, 1
0.750097465886939, 1
0.864085742682371, 1
0.820018704347063, 1
0.827779295146675, 1
0.811375691021498, 1
0.865199607721051, 1
0.997658132095758, 1
0.838897550907195, 1
0.986301973220578, 1
0.991665401697869, 1
0.99918500407498, 1
0.767347720506959, 1
0.795615436361433, 1
0.963958032708033, 1
0.878221453215613, 1
0.887833183587901, 1
0.947722567287785, 1
0.999753118503119, 1
0.99849245067609, 1
0.824701531014273, 1
0.849349652021819, 1
0.798536516055698, 1
0.938107923142228, 1
0.730857981106042, 1
0.998500749625187, 1
0.840163375706093, 1
0.907083333333333, 1
0.604972375690608, 1
0.928635712613545, 1
0.877580148154181, 1
0.83889133133456, 1
0.766563546516377, 1
0.998398612328984, 1
0.819399828041842, 1
0.781021955101194, 1
0.877084291516501, 1
0.691550279926127, 1
0.829761904761905, 2
0.856870410894966, 1
0.796521453008189, 1
0.999152542372881, 3
0.99964457567804, 1
0.875165462664759, 1
0.822542308589502, 1
0.933222225964999, 1
0.880969191661066, 1
0.840457101226252, 1
0.728292847503374, 1
0.787362243430938, 1
0.952496653279786, 1
0.999265817042091, 1
0.964990400593711, 1
0.996665920863504, 1
0.816455696202532, 2
0.698795180722892, 1
0.859134889890286, 1
0.940677966101695, 4
0.858047045145256, 1
0.931188987455157, 1
0.88001443001443, 1
0.477589339794064, 1
0.912202380952381, 2
0.815555555555555, 1
0.846167665139798, 1
0.835399825556978, 1
0.931121623216461, 1
0.8114694970588, 1
0.998722786695539, 1
0.762983259388022, 1
0.560793019050276, 1
0.999055145281534, 1
0.782041658089846, 1
0.983918128654971, 1
0.75540310974715, 1
0.813523767953876, 1
0.747547518271202, 1
0.977106031181769, 1
0.341572394630924, 1
0.939300411522634, 2
0.996951219512195, 4
0.592521153208245, 1
0.998379469741246, 1
0.5991716885948, 1
0.538011695906433, 1
0.999434389140271, 1
0.874509803921569, 1
0.538121725406522, 1
0.900395777305749, 1
0.840894784549777, 1
0.740382002250494, 1
0.946448151629073, 1
0.851264744813132, 1
0.864952193344136, 1
0.998869320237882, 1
0.881583201801342, 1
0.954225352112676, 1
0.999743077968114, 1
0.618290021602476, 1
0.814522417153996, 1
0.868613138686131, 1
0.784556606198921, 1
0.902788104095177, 1
0.67836155489279, 1
0.708044903753715, 1
0.329846904437926, 1
0.910398013466068, 1
0.855632690617447, 1
0.764709395953708, 1
0.707638888888889, 1
0.94791305186042, 1
0.761974844223639, 1
0.68119361351207, 1
0.858157562928037, 1
0.999657768651608, 1
0.469911919763405, 1
0.780489015982653, 1
0.934420965738925, 1
0.943994237874909, 1
0.90821626901714, 1
0.821527900077573, 1
0.815384615384615, 1
0.493332777361803, 1
0.4375, 2
0.837231535894725, 1
0.916481043296237, 1
0.917381001297289, 1
0.944592681928208, 1
0.652266903262239, 1
0.79656862745098, 1
0.634, 1
0.969584045584045, 1
0.874450549450549, 1
0.998611276704123, 1
0.80575714084486, 1
0.575648895745664, 1
0.820512820512821, 1
0.998887554965462, 1
0.893343624315934, 1
0.845205552023734, 1
0.866931999972931, 1
0.8572231943868, 1
0.997254602312618, 1
0.873478611716022, 1
0.894570707070707, 1
0.801736337188967, 1
0.500325809114664, 1
0.797523812251561, 1
0.882619974059663, 1
0.51488004404577, 1
0.859546165884194, 1
0.93125564932543, 1
0.864051435645587, 1
0.767769920616471, 1
0.992253521126761, 1
0.942598615946264, 1
0.899122849061991, 1
0.866781345565749, 1
0.797955712312679, 1
0.945564516129032, 1
0.881595816787361, 1
0.71902635712804, 1
0.845777390829762, 1
0.79788520956168, 1
0.937416094383882, 1
0.880208333333333, 1
0.99163179916318, 1
0.983642547928262, 1
0.553514828366925, 1
0.902428744534008, 1
0.998216104039817, 1
0.747645313688095, 1
0.761562990422181, 1
0.599426898822193, 1
0.788235294117647, 2
0.712048262727611, 1
0.817800992646737, 1
0.911825678635098, 1
0.820921985815603, 1
0.571670757043393, 1
0.871777552112017, 1
0.850080392976411, 1
0.807598641816797, 1
0.84768066153281, 1
0.998656549974872, 1
0.902348976829174, 1
0.796631370486694, 1
0.743782341996628, 1
0.912768701603585, 1
0.912673506617606, 1
0.849242827410375, 1
0.882303275920297, 1
0.998599579873962, 1
0.789509425125864, 1
0.855406520124995, 1
0.870116827280813, 1
0.774586597612913, 1
0.903781474935321, 1
0.53030303030303, 3
0.914280729669138, 1
0.967418546365915, 1
0.866204263014298, 1
