# VTS_0.9ratio, density
1044.0, 61
940.0, 68
663.0, 109
659.0, 110
1036.0, 67
589.0, 111
564.0, 121
242.0, 294
322.0, 212
442.0, 175
585.0, 137
178.0, 469
560.0, 140
1053.0, 51
225.0, 372
1045.0, 65
238.0, 367
314.0, 233
297.0, 270
511.0, 154
722.0, 86
788.0, 75
957.0, 49
1139.0, 43
434.0, 166
204.0, 406
234.0, 338
784.0, 88
532.0, 149
306.0, 250
426.0, 149
528.0, 126
332.0, 240
289.0, 244
945.0, 56
503.0, 147
1020.0, 73
409.0, 177
1198.0, 100
879.0, 58
710.0, 98
1190.0, 73
281.0, 285
200.0, 404
946.0, 65
1099.0, 68
264.0, 273
669.0, 111
756.0, 67
690.0, 92
867.0, 70
324.0, 224
418.0, 153
1075.0, 61
1008.0, 62
1180.0, 65
401.0, 171
752.0, 91
657.0, 93
934.0, 79
273.0, 287
22.0, 12748
591.0, 118
393.0, 192
678.0, 85
1051.0, 65
299.0, 258
256.0, 281
913.0, 57
1156.0, 47
376.0, 173
980.0, 64
914.0, 68
579.0, 120
252.0, 293
839.0, 65
637.0, 116
1116.0, 66
976.0, 87
1201.0, 133
901.0, 78
835.0, 69
385.0, 203
291.0, 260
538.0, 118
29.0, 8215
1193.0, 91
559.0, 121
902.0, 64
41.0, 4751
505.0, 143
368.0, 185
21.0, 13708
625.0, 118
488.0, 189
1078.0, 50
1092.0, 48
248.0, 325
526.0, 153
360.0, 185
547.0, 124
1137.0, 55
762.0, 69
40.0, 4827
497.0, 136
1054.0, 61
480.0, 156
1135.0, 50
55.0, 2941
28.0, 8580
39.0, 5027
123.0, 872
352.0, 214
750.0, 75
919.0, 64
684.0, 98
472.0, 159
1113.0, 61
845.0, 50
986.0, 67
54.0, 3150
920.0, 70
1095.0, 55
907.0, 67
672.0, 97
982.0, 64
841.0, 66
1178.0, 73
730.0, 92
38.0, 5237
121.0, 851
464.0, 156
1071.0, 50
53.0, 3227
174.0, 478
908.0, 62
631.0, 101
887.0, 60
718.0, 78
652.0, 112
1154.0, 63
557.0, 132
349.0, 207
4.0, 101155
954.0, 69
52.0, 3276
170.0, 533
619.0, 140
553.0, 152
813.0, 74
875.0, 67
1031.0, 67
640.0, 105
298.0, 257
70.0, 2081
230.0, 336
166.0, 544
942.0, 56
876.0, 67
599.0, 128
801.0, 87
341.0, 249
525.0, 156
333.0, 216
226.0, 358
68.0, 2142
290.0, 246
1200.0, 111
864.0, 63
521.0, 151
587.0, 123
316.0, 239
410.0, 182
162.0, 555
175.0, 545
222.0, 363
1134.0, 55
1126.0, 80
1176.0, 61
265.0, 281
1209.0, 751
325.0, 228
445.0, 161
308.0, 247
724.0, 97
402.0, 186
749.0, 89
720.0, 89
428.0, 165
745.0, 92
171.0, 489
218.0, 393
1185.0, 67
650.0, 88
394.0, 185
300.0, 267
257.0, 297
881.0, 56
1070.0, 48
1175.0, 68
283.0, 260
646.0, 134
377.0, 194
1151.0, 47
437.0, 176
1167.0, 57
1062.0, 56
948.0, 64
807.0, 64
420.0, 168
882.0, 59
1052.0, 46
692.0, 90
386.0, 199
803.0, 76
944.0, 63
292.0, 272
869.0, 62
369.0, 178
412.0, 171
275.0, 275
506.0, 155
870.0, 70
618.0, 91
593.0, 113
395.0, 167
489.0, 163
680.0, 91
1111.0, 67
361.0, 198
614.0, 121
849.0, 74
1028.0, 69
267.0, 280
344.0, 215
519.0, 149
498.0, 148
581.0, 144
916.0, 77
515.0, 150
775.0, 82
404.0, 166
837.0, 74
1073.0, 45
771.0, 95
912.0, 76
387.0, 181
481.0, 179
842.0, 66
353.0, 222
259.0, 304
27.0, 9162
751.0, 94
473.0, 144
838.0, 68
37.0, 5649
336.0, 231
561.0, 126
379.0, 202
1049.0, 79
456.0, 156
1213.0, 4
739.0, 74
999.0, 67
995.0, 74
549.0, 123
3.0, 126243
1205.0, 147
1114.0, 62
698.0, 77
371.0, 183
36.0, 5882
465.0, 163
2.0, 166263
491.0, 149
51.0, 3437
863.0, 58
448.0, 171
35.0, 6219
1090.0, 57
620.0, 110
711.0, 102
686.0, 110
440.0, 138
707.0, 109
1066.0, 55
922.0, 70
483.0, 151
781.0, 81
50.0, 3515
843.0, 72
66.0, 2239
608.0, 112
34.0, 6404
831.0, 69
49.0, 3506
158.0, 635
432.0, 178
769.0, 83
567.0, 120
844.0, 63
910.0, 59
1026.0, 69
654.0, 110
1005.0, 58
317.0, 267
64.0, 2389
890.0, 54
154.0, 608
94.0, 1245
832.0, 82
580.0, 109
48.0, 3666
555.0, 135
811.0, 77
576.0, 111
642.0, 92
167.0, 559
63.0, 2424
214.0, 397
543.0, 129
993.0, 54
1112.0, 58
1195.0, 72
878.0, 56
812.0, 82
309.0, 241
717.0, 104
429.0, 147
92.0, 1246
1121.0, 93
1088.0, 67
301.0, 230
973.0, 58
713.0, 94
1171.0, 70
163.0, 519
62.0, 2506
210.0, 404
800.0, 66
1202.0, 110
523.0, 134
223.0, 395
284.0, 303
90.0, 1365
206.0, 404
159.0, 563
1087.0, 48
1097.0, 58
961.0, 66
1048.0, 62
759.0, 94
421.0, 185
293.0, 263
7.0, 58071
660.0, 99
685.0, 102
88.0, 1383
276.0, 291
219.0, 394
413.0, 187
1057.0, 57
1024.0, 52
825.0, 77
490.0, 133
155.0, 593
202.0, 428
747.0, 92
1162.0, 39
118.0, 955
396.0, 185
1138.0, 56
586.0, 100
215.0, 381
268.0, 293
673.0, 94
582.0, 127
574.0, 107
1047.0, 58
648.0, 126
1033.0, 60
405.0, 182
388.0, 190
116.0, 982
884.0, 61
482.0, 135
508.0, 157
211.0, 360
260.0, 325
628.0, 114
805.0, 90
810.0, 63
1098.0, 48
793.0, 85
286.0, 286
380.0, 201
872.0, 64
363.0, 210
806.0, 72
457.0, 162
554.0, 137
529.0, 142
616.0, 138
967.0, 68
1149.0, 45
500.0, 167
1192.0, 94
955.0, 57
517.0, 160
1141.0, 41
963.0, 63
278.0, 278
372.0, 177
1184.0, 60
852.0, 78
773.0, 97
449.0, 171
1017.0, 65
355.0, 193
492.0, 135
753.0, 79
778.0, 84
475.0, 169
347.0, 172
840.0, 73
33.0, 6611
774.0, 80
679.0, 104
1128.0, 45
1085.0, 52
675.0, 89
935.0, 61
484.0, 142
741.0, 87
997.0, 76
1077.0, 55
467.0, 187
1002.0, 69
339.0, 220
32.0, 7079
998.0, 64
721.0, 83
799.0, 78
1104.0, 66
459.0, 145
47.0, 3937
647.0, 136
622.0, 99
643.0, 92
709.0, 99
548.0, 122
451.0, 140
46.0, 3909
779.0, 65
610.0, 126
61.0, 2598
1023.0, 61
544.0, 122
1131.0, 51
45.0, 4192
846.0, 84
1212.0, 212
5.0, 89511
590.0, 114
941.0, 64
772.0, 91
285.0, 312
60.0, 2660
1107.0, 68
834.0, 62
516.0, 146
735.0, 71
1083.0, 56
1003.0, 73
768.0, 85
1188.0, 67
86.0, 1483
44.0, 4318
151.0, 622
578.0, 127
59.0, 2721
991.0, 70
512.0, 150
1166.0, 64
929.0, 85
1004.0, 56
814.0, 74
1158.0, 62
1197.0, 107
277.0, 280
1148.0, 40
917.0, 64
653.0, 85
303.0, 261
397.0, 182
84.0, 1570
1082.0, 54
740.0, 87
992.0, 55
269.0, 313
114.0, 1021
1043.0, 69
147.0, 674
58.0, 2789
715.0, 114
1124.0, 71
971.0, 65
802.0, 77
207.0, 408
82.0, 1678
254.0, 293
703.0, 92
736.0, 86
1074.0, 64
542.0, 125
641.0, 111
143.0, 707
897.0, 67
295.0, 266
604.0, 129
9.0, 42696
389.0, 157
1157.0, 49
509.0, 127
112.0, 1050
1133.0, 41
261.0, 292
381.0, 194
621.0, 116
287.0, 280
964.0, 55
203.0, 423
80.0, 1681
250.0, 302
960.0, 67
270.0, 306
683.0, 83
110.0, 1059
364.0, 179
139.0, 748
766.0, 69
199.0, 419
522.0, 149
609.0, 119
501.0, 141
584.0, 117
1093.0, 51
572.0, 115
373.0, 210
279.0, 296
923.0, 67
820.0, 62
399.0, 203
262.0, 322
493.0, 120
108.0, 1101
356.0, 216
476.0, 151
985.0, 76
382.0, 178
195.0, 433
148.0, 667
255.0, 347
746.0, 83
348.0, 197
808.0, 82
331.0, 218
1179.0, 56
734.0, 83
485.0, 179
12.0, 29536
552.0, 142
796.0, 78
391.0, 173
468.0, 165
144.0, 677
1064.0, 59
635.0, 97
903.0, 79
374.0, 186
891.0, 64
697.0, 75
965.0, 81
251.0, 288
340.0, 205
1155.0, 55
970.0, 47
953.0, 57
366.0, 181
460.0, 140
323.0, 240
1040.0, 67
958.0, 70
443.0, 162
966.0, 65
714.0, 90
776.0, 62
1115.0, 63
1204.0, 158
315.0, 252
71.0, 1949
1196.0, 107
615.0, 121
871.0, 70
1012.0, 63
358.0, 209
452.0, 151
677.0, 93
603.0, 120
665.0, 80
1091.0, 55
478.0, 165
933.0, 55
435.0, 165
938.0, 64
307.0, 263
1000.0, 62
566.0, 126
69.0, 2129
427.0, 179
583.0, 113
470.0, 164
67.0, 2274
645.0, 104
419.0, 177
1207.0, 286
959.0, 66
546.0, 147
1199.0, 108
57.0, 2878
1102.0, 63
173.0, 528
534.0, 152
65.0, 2406
1084.0, 57
885.0, 62
1177.0, 64
1094.0, 61
95.0, 1250
782.0, 68
947.0, 74
708.0, 82
56.0, 3066
1143.0, 50
1060.0, 53
696.0, 92
671.0, 106
704.0, 97
78.0, 1704
1153.0, 52
169.0, 516
770.0, 61
927.0, 65
514.0, 166
135.0, 757
758.0, 74
93.0, 1301
865.0, 61
1006.0, 82
1038.0, 60
597.0, 113
165.0, 614
1069.0, 61
853.0, 63
1119.0, 62
1030.0, 79
932.0, 69
365.0, 209
76.0, 1782
915.0, 71
271.0, 334
106.0, 1172
928.0, 65
131.0, 782
676.0, 105
651.0, 112
994.0, 52
738.0, 88
161.0, 586
191.0, 470
74.0, 1941
639.0, 104
577.0, 102
221.0, 355
974.0, 74
833.0, 76
565.0, 145
540.0, 149
263.0, 308
8.0, 50097
357.0, 201
1029.0, 58
627.0, 122
383.0, 217
477.0, 159
104.0, 1190
6.0, 69555
1.0, 198010
900.0, 54
140.0, 697
187.0, 436
72.0, 1942
962.0, 64
896.0, 56
217.0, 425
247.0, 353
102.0, 1149
702.0, 107
183.0, 467
764.0, 75
520.0, 110
545.0, 150
375.0, 214
469.0, 160
495.0, 166
136.0, 726
1174.0, 79
461.0, 163
859.0, 81
196.0, 424
367.0, 218
243.0, 329
925.0, 60
100.0, 1150
350.0, 208
1150.0, 45
444.0, 155
132.0, 772
179.0, 479
921.0, 58
926.0, 63
682.0, 90
239.0, 366
847.0, 72
487.0, 128
1140.0, 48
670.0, 127
744.0, 81
988.0, 69
15.0, 22202
1132.0, 59
732.0, 103
192.0, 458
359.0, 202
11.0, 34265
453.0, 152
1035.0, 66
571.0, 137
479.0, 135
342.0, 212
128.0, 803
436.0, 156
1110.0, 56
893.0, 53
658.0, 91
235.0, 370
633.0, 107
1027.0, 65
827.0, 65
462.0, 171
188.0, 452
889.0, 60
906.0, 55
1191.0, 75
334.0, 226
894.0, 66
411.0, 175
968.0, 71
956.0, 56
1076.0, 53
815.0, 82
712.0, 98
471.0, 147
1068.0, 59
454.0, 169
184.0, 434
551.0, 118
326.0, 225
605.0, 118
613.0, 125
539.0, 130
244.0, 370
601.0, 121
446.0, 155
403.0, 168
1129.0, 62
874.0, 83
20.0, 14560
936.0, 69
527.0, 146
240.0, 304
91.0, 1342
438.0, 190
763.0, 80
1194.0, 80
1079.0, 57
664.0, 102
1089.0, 68
507.0, 126
726.0, 106
89.0, 1388
1065.0, 64
1170.0, 61
895.0, 64
119.0, 956
157.0, 576
821.0, 78
1055.0, 49
743.0, 101
87.0, 1422
883.0, 55
1130.0, 45
888.0, 60
644.0, 93
499.0, 141
1025.0, 53
950.0, 56
607.0, 138
117.0, 949
153.0, 629
706.0, 90
632.0, 135
809.0, 65
1106.0, 54
213.0, 408
694.0, 96
85.0, 1429
533.0, 130
115.0, 970
149.0, 684
595.0, 122
789.0, 88
855.0, 66
868.0, 73
851.0, 54
612.0, 116
209.0, 418
930.0, 68
856.0, 53
98.0, 1188
918.0, 74
777.0, 71
674.0, 103
575.0, 116
282.0, 290
113.0, 969
145.0, 651
757.0, 90
513.0, 135
205.0, 409
1013.0, 63
96.0, 1228
563.0, 147
351.0, 231
1160.0, 56
1086.0, 52
836.0, 61
1152.0, 48
274.0, 285
126.0, 810
1136.0, 54
201.0, 418
898.0, 58
231.0, 351
1001.0, 69
737.0, 83
638.0, 99
266.0, 297
1169.0, 56
700.0, 94
1145.0, 50
343.0, 189
1161.0, 58
725.0, 98
463.0, 160
124.0, 838
795.0, 70
626.0, 90
1046.0, 50
861.0, 64
180.0, 483
335.0, 228
227.0, 394
1096.0, 46
857.0, 74
318.0, 228
1127.0, 59
688.0, 96
258.0, 320
122.0, 893
1210.0, 957
378.0, 183
862.0, 57
1105.0, 61
606.0, 101
924.0, 79
705.0, 82
455.0, 188
14.0, 24296
783.0, 79
1103.0, 62
668.0, 101
