# VTS_0.9ratio, density
1186.0, 69
176.0, 516
327.0, 245
10.0, 38612
573.0, 123
850.0, 78
1019.0, 67
236.0, 330
447.0, 175
310.0, 251
120.0, 900
829.0, 70
370.0, 191
430.0, 162
594.0, 121
172.0, 527
569.0, 126
656.0, 85
1063.0, 52
302.0, 276
1007.0, 58
19.0, 15622
904.0, 65
830.0, 67
892.0, 52
345.0, 211
232.0, 330
439.0, 153
817.0, 86
1039.0, 66
731.0, 91
328.0, 214
422.0, 184
168.0, 545
987.0, 71
541.0, 124
818.0, 72
228.0, 400
294.0, 257
414.0, 162
880.0, 66
537.0, 121
719.0, 81
1189.0, 70
26.0, 9865
337.0, 212
975.0, 77
320.0, 214
1208.0, 526
18.0, 16866
83.0, 1533
224.0, 348
1165.0, 70
699.0, 89
406.0, 184
765.0, 82
312.0, 261
761.0, 64
666.0, 114
1050.0, 59
600.0, 106
1042.0, 59
662.0, 110
1125.0, 69
25.0, 10288
81.0, 1724
1168.0, 67
687.0, 99
304.0, 265
141.0, 722
111.0, 1061
79.0, 1702
823.0, 59
588.0, 115
424.0, 169
819.0, 76
1101.0, 72
1211.0, 822
824.0, 66
634.0, 126
886.0, 61
109.0, 1075
137.0, 756
568.0, 121
150.0, 646
416.0, 164
197.0, 375
630.0, 100
77.0, 1782
1187.0, 66
535.0, 148
107.0, 1029
133.0, 731
981.0, 69
791.0, 74
556.0, 131
531.0, 139
1072.0, 66
787.0, 91
804.0, 63
969.0, 59
858.0, 58
146.0, 644
193.0, 470
1147.0, 54
866.0, 68
792.0, 69
767.0, 84
854.0, 63
253.0, 305
105.0, 1179
129.0, 828
1081.0, 45
693.0, 76
142.0, 711
189.0, 430
755.0, 69
1015.0, 65
1123.0, 65
780.0, 74
949.0, 55
1032.0, 60
319.0, 240
1011.0, 64
1146.0, 43
249.0, 344
1016.0, 63
681.0, 100
937.0, 61
362.0, 180
138.0, 755
185.0, 465
1041.0, 64
245.0, 337
198.0, 430
1122.0, 71
1172.0, 53
661.0, 89
727.0, 86
636.0, 105
311.0, 234
723.0, 103
1164.0, 63
431.0, 169
996.0, 65
354.0, 218
164.0, 523
797.0, 59
562.0, 136
624.0, 115
649.0, 101
474.0, 153
241.0, 327
194.0, 455
1181.0, 71
798.0, 78
1173.0, 51
346.0, 200
423.0, 165
13.0, 26713
785.0, 85
550.0, 155
329.0, 222
860.0, 61
160.0, 596
1058.0, 58
1021.0, 64
786.0, 66
220.0, 375
415.0, 187
466.0, 178
848.0, 50
596.0, 126
338.0, 201
398.0, 160
530.0, 136
156.0, 591
1022.0, 56
321.0, 232
1034.0, 50
458.0, 158
592.0, 112
1144.0, 44
441.0, 152
1009.0, 55
17.0, 18484
943.0, 63
313.0, 263
407.0, 167
518.0, 142
216.0, 356
828.0, 62
1010.0, 65
667.0, 95
296.0, 259
390.0, 187
733.0, 97
152.0, 580
989.0, 74
1120.0, 74
754.0, 85
450.0, 164
510.0, 162
212.0, 392
931.0, 64
729.0, 96
1203.0, 133
433.0, 157
816.0, 86
1061.0, 48
24.0, 11092
305.0, 264
990.0, 73
655.0, 107
1080.0, 64
977.0, 67
911.0, 50
742.0, 80
425.0, 170
288.0, 321
16.0, 20181
408.0, 164
502.0, 139
75.0, 1949
208.0, 417
1037.0, 68
701.0, 83
1163.0, 68
978.0, 53
280.0, 302
1056.0, 63
899.0, 52
494.0, 156
536.0, 127
602.0, 126
31.0, 7293
417.0, 182
689.0, 93
623.0, 137
598.0, 142
400.0, 183
23.0, 11881
73.0, 1940
1206.0, 185
103.0, 1112
272.0, 286
486.0, 148
524.0, 136
392.0, 190
611.0, 126
826.0, 83
1182.0, 61
760.0, 81
822.0, 62
570.0, 128
101.0, 1150
30.0, 7913
384.0, 189
181.0, 450
1067.0, 49
134.0, 701
43.0, 4449
983.0, 63
1142.0, 45
99.0, 1267
1059.0, 56
748.0, 89
504.0, 149
979.0, 76
558.0, 130
909.0, 67
984.0, 54
728.0, 83
905.0, 63
130.0, 790
42.0, 4609
177.0, 517
1118.0, 70
794.0, 80
496.0, 145
237.0, 335
790.0, 69
97.0, 1188
190.0, 475
629.0, 112
695.0, 90
1108.0, 70
972.0, 73
127.0, 842
716.0, 91
951.0, 51
1100.0, 73
1183.0, 55
691.0, 101
1117.0, 77
952.0, 63
1018.0, 56
186.0, 442
233.0, 363
617.0, 108
877.0, 74
939.0, 45
1159.0, 47
1109.0, 67
246.0, 318
873.0, 58
330.0, 207
1014.0, 52
125.0, 838
182.0, 454
229.0, 337
