# RATIO_0vts, density
0.988567165996834, 1
0.996608078939254, 1
0.99924055563518, 1
0.0, 2304
0.99016393442623, 2
0.997490426714149, 1
0.993694885361552, 1
0.979105526508124, 1
0.997357723577236, 2
0.990827582541719, 1
0.966789240378803, 1
0.999813458146791, 1
0.989789324599451, 1
0.998079207484567, 1
0.986394873598628, 1
0.988457207207207, 1
0.987547208538588, 1
0.992601641595605, 1
0.998893829622134, 1
0.995130938140806, 1
0.997530864197531, 58
0.996135508310833, 1
0.939849290780142, 1
0.987835862716588, 1
0.998580049698261, 1
0.920254292193068, 1
0.922319474835886, 1
0.985864672307265, 1
0.996360278139939, 1
0.99846287714622, 1
0.981295351473923, 1
0.985310657596372, 1
0.979996271439224, 1
0.999406710978293, 1
0.995145631067961, 101
0.997358839662471, 1
0.998494689297199, 1
0.993016232540581, 1
0.929530201342282, 1
0.999987794160726, 1
0.0585585585585586, 1
0.975535168195719, 3
0.746212121212121, 2
0.527777777777778, 16
0.982957838307737, 1
0.994510320597277, 1
0.970328282828283, 1
0.986988847583643, 2
0.997436702238962, 1
0.999938717980145, 1
0.983189655172414, 1
0.995630081300813, 1
0.993067121593934, 1
0.986968322682608, 1
0.994289228606572, 1
0.995899470899471, 1
0.997246864484552, 1
0.996692292405531, 1
0.976166000666, 1
0.996590533422422, 1
0.999980702474913, 1
0.997998064419773, 1
0.998065429663443, 1
0.994685950941989, 1
0.994993502377752, 1
0.994589464985061, 1
0.997605849435118, 1
0.996009326517801, 1
0.998757763975155, 4
0.955262413365649, 1
0.995143312101911, 1
0.998385012919897, 2
0.989539879312607, 1
0.996112730806608, 1
0.996959299244009, 1
0.985236886632826, 1
0.0642201834862385, 4
0.994333333333333, 3
0.997706226101288, 1
0.993269927506843, 1
0.965482397338497, 1
0.976025132275132, 1
0.99690649317515, 1
0.999984960822944, 1
0.996081143384048, 1
0.989898088957147, 1
0.98544106167057, 1
0.995371249274904, 1
0.953827160493827, 1
0.993764172335601, 7
0.989315274642589, 1
0.989915966386555, 4
0.99799460366076, 1
0.984886128364389, 1
0.998250447054275, 1
0.998601406306211, 1
0.99882826106394, 1
0.980675717644971, 1
0.99408116838161, 1
0.998323105465963, 1
0.999357641093657, 1
0.999522900763359, 3
0.706329113924051, 1
0.995007882291119, 1
0.986448904630723, 1
0.996438746438747, 2
0.959553938125367, 1
0.998033500204447, 1
0.999308570509728, 1
0.991311369509044, 1
0.468253968253968, 6
0.993176249004133, 1
0.996945858897956, 1
0.988654279279279, 1
0.999974232293709, 1
0.995849215322465, 1
0.9981505531913, 1
0.998719871987199, 1
0.965789473684211, 1
0.387387387387387, 1
0.998002556727389, 1
0.983614042207792, 1
0.994409051909052, 1
0.991182966693171, 1
0.997673242286292, 1
0.878472222222222, 1
0.997851952982814, 1
0.988132911392405, 1
0.997050448246903, 1
0.999704162498389, 1
0.738505747126437, 1
0.97651775486827, 1
0.985902803296058, 1
0.998520036429873, 1
0.995896140218484, 1
0.987404467960023, 1
0.794642857142857, 13
0.988286715980891, 1
0.986707863807101, 1
0.988700564971751, 33
0.0509259259259259, 2
0.829493087557604, 1
0.968923240938166, 1
0.996540382044396, 1
0.819047619047619, 3
0.987625534188034, 1
