# VTS_0.5ratio, cdf
1044.0, 0.983665470183875
940.0, 0.977502455047239
663.0, 0.961663167518878
1036.0, 0.983280281737835
659.0, 0.961176390911246
242.0, 0.873776709220819
564.0, 0.947072567810098
322.0, 0.908977007212759
589.0, 0.950598523585385
1053.0, 0.984033727269649
585.0, 0.950111746977752
442.0, 0.92733483458061
178.0, 0.85562629101622
560.0, 0.946450340320341
225.0, 0.868718465341506
1045.0, 0.983720497104737
238.0, 0.872371406318784
314.0, 0.907512444549795
297.0, 0.903880667772849
511.0, 0.938581490636958
1139.0, 0.986916291354847
957.0, 0.978708814466154
788.0, 0.968655819308523
434.0, 0.926094612441164
722.0, 0.965362669736887
204.0, 0.863647522941993
234.0, 0.871135417019403
784.0, 0.968435711625072
532.0, 0.941993159730453
306.0, 0.905988622125902
528.0, 0.941341302360232
332.0, 0.910682841759507
426.0, 0.924943279943111
289.0, 0.901578002776743
1198.0, 0.990150181165555
1020.0, 0.982480274965291
945.0, 0.977841082252548
879.0, 0.973701364667637
503.0, 0.937370898377976
710.0, 0.964660018285869
409.0, 0.922547492465545
1190.0, 0.989384037113542
281.0, 0.898191730723646
200.0, 0.862483491923741
1099.0, 0.98573532897633
946.0, 0.977913040533676
264.0, 0.886737665504047
669.0, 0.962175341166909
1180.0, 0.988702549862856
1075.0, 0.984892993803122
1008.0, 0.981849581795401
867.0, 0.973007178896753
418.0, 0.92380041312519
690.0, 0.96350445294775
324.0, 0.909400291219397
756.0, 0.967009244522705
401.0, 0.921413091327757
752.0, 0.966780671159121
934.0, 0.977184992042261
22.0, 0.615992516338763
657.0, 0.960977447428126
273.0, 0.893522908130439
591.0, 0.950789001388372
1156.0, 0.987534286004538
1051.0, 0.983919440587857
913.0, 0.975834716061088
299.0, 0.904447868341743
678.0, 0.962827198537131
393.0, 0.920130540787647
256.0, 0.881129152416105
376.0, 0.917485015746165
980.0, 0.980211472689716
914.0, 0.975906674342217
839.0, 0.971254783109275
252.0, 0.87862754393688
579.0, 0.949311740205208
637.0, 0.957696996376689
1201.0, 0.990679286173851
1116.0, 0.986289831025025
976.0, 0.979936338085402
901.0, 0.975089736209407
835.0, 0.971060072466222
1193.0, 0.989570282076462
291.0, 0.902204463106566
538.0, 0.942928617385121
29.0, 0.653990721614574
385.0, 0.918864921607802
902.0, 0.975148995970336
559.0, 0.94627679387762
41.0, 0.706185872472994
505.0, 0.937641800142223
368.0, 0.916431038569639
21.0, 0.609262300633233
625.0, 0.954268395922928
1092.0, 0.985527919813078
1078.0, 0.985019979005113
488.0, 0.934932782499746
248.0, 0.876451864142765
526.0, 0.94107463343605
360.0, 0.915148488029528
547.0, 0.944261962006028
1137.0, 0.986857031593918
1054.0, 0.984054891469981
762.0, 0.967314009007484
40.0, 0.703011242423216
497.0, 0.936384646642511
1135.0, 0.986823168873387
55.0, 0.748103687650266
480.0, 0.933671396159968
28.0, 0.649055230097186
123.0, 0.833649385391622
39.0, 0.699641901730385
352.0, 0.913882868849683
1113.0, 0.986209407063763
919.0, 0.976186041786597
750.0, 0.966683315837594
684.0, 0.963191222782838
472.0, 0.932460803900985
986.0, 0.980558565575158
920.0, 0.976262232907792
845.0, 0.971635738715248
54.0, 0.744831702278961
1178.0, 0.988588263181064
1095.0, 0.985637973654803
982.0, 0.980325759371508
907.0, 0.97547069181538
841.0, 0.971411398191731
672.0, 0.962412380210626
730.0, 0.965811350783922
121.0, 0.832387999051844
38.0, 0.695874674071315
1071.0, 0.9847321458806
174.0, 0.854500355558566
53.0, 0.741504689986794
464.0, 0.931068199519149
908.0, 0.975559581456774
631.0, 0.955428194101114
1154.0, 0.98744962920321
887.0, 0.974243168196133
652.0, 0.960342521418171
718.0, 0.965087535132573
557.0, 0.945967796552775
349.0, 0.913328366800989
4.0, 0.370132233923673
954.0, 0.978505638142968
813.0, 0.969908739968169
52.0, 0.7380803223731
170.0, 0.853281297619451
619.0, 0.953709661034167
553.0, 0.945303240662355
1031.0, 0.983022078493786
875.0, 0.973451627103721
640.0, 0.958679015272087
298.0, 0.904164268057296
70.0, 0.777119806305239
230.0, 0.870068741322678
166.0, 0.851795570756155
942.0, 0.97762944024923
876.0, 0.973536283905049
