# RATIO_0vts, cdf
0.967876512307051, 0.593205295727423
0.863172594619243, 0.356590485112957
0.829804882090553, 0.276858723075532
0.815650350354638, 0.251012877723265
0.709204253758709, 0.121438491818907
0.0, 0.00359540773978288
0.964679487179487, 0.586445929176631
0.962837837837838, 0.581465775827355
0.854704328388539, 0.33452906322165
0.85462962962963, 0.334377028837225
0.824634367439715, 0.267280556856751
0.9755859375, 0.609041525932135
0.960745614035088, 0.577414264934296
0.923745173745174, 0.499884946952327
0.904724423959151, 0.45501014932242
0.903913827337201, 0.453732238685765
0.893981481481481, 0.430121709688288
0.882429271071192, 0.402948645250364
0.87952380952381, 0.396263241373076
0.462759775405584, 0.0242926292086816
0.850132415471207, 0.325480962829648
0.701863354037267, 0.116824042799734
0.647686832740214, 0.0839681796142436
0.756618402991959, 0.167644617571888
0.996539340515834, 0.657215880607809
0.93952935467571, 0.533681779706286
0.930300212877839, 0.513991272404526
0.607046414108991, 0.0644255976594923
0.69621918719141, 0.112649260784169
0.61509900990099, 0.0678607529400163
0.775827503165756, 0.188876013904983
0.99968731368432, 0.693202830304973
0.975922928124798, 0.609641445395002
0.925074245814675, 0.502465422450137
0.914666666666667, 0.477396185169662
0.9141140682898, 0.476290854104517
0.90049692261124, 0.447129015556816
0.876420454545455, 0.389943541825892
0.862517017353392, 0.355320792551137
0.676515151515152, 0.1018096200784
0.605523136773137, 0.0638174601217919
0.719335928206471, 0.129660675690113
0.79247311827957, 0.211878405364759
0.9262025442258, 0.504865100301603
0.864085742682371, 0.358714857457492
0.853771090285237, 0.33255672526154
0.750097465886939, 0.162652137110361
0.820018704347063, 0.259214516407386
0.827779295146675, 0.273152371325493
0.997658132095758, 0.662713772671614
0.986301973220578, 0.632475366320686
0.958433566433566, 0.57362573243592
0.865199607721051, 0.360843338839443
0.811375691021498, 0.243994641815208
0.838897550907195, 0.301747162709664
0.801702323441454, 0.229596574706409
0.99918500407498, 0.682433043235292
0.991665401697869, 0.643093119005942
0.963958032708033, 0.584202394747007
0.878221453215613, 0.393423896518002
0.767347720506959, 0.178899271056762
0.795615436361433, 0.215962788557153
0.999753118503119, 0.694969716394237
0.99849245067609, 0.672238521403976
0.947722567287785, 0.550791811510236
