# RATIO_100vts, cdf
0.999978495086127, 0.70625208960214
0.94376782971253, 0.389189791597013
0.777368820767744, 0.132842973364538
0.0, 0.0011590326535161
0.992700729927007, 0.442304691853338
0.997734545371034, 0.513785801849994
0.991173733295379, 0.43532820684275
0.99980896585332, 0.68476540733311
0.999586435070306, 0.655767301905717
0.617966524216524, 0.0601359634458932
0.86180608906922, 0.273264237155912
0.994407652685798, 0.450796834949292
0.591867469879518, 0.0425498718377354
0.546513889216891, 0.0233589657862476
0.956492372139023, 0.397592778335005
0.707547169811321, 0.092744901370779
0.614028547627204, 0.0574835617965006
0.858395823784907, 0.265841970355511
0.836614308993278, 0.220082469631116
0.850392185791527, 0.249013707790037
0.998935813575605, 0.590393402429511
0.683215962441314, 0.0858129945391731
0.997474747474748, 0.506385824139084
0.999918896842991, 0.699231026412571
0.93448275862069, 0.382792822913184
0.998386942255124, 0.552457372116349
0.907851412794504, 0.355399531929121
0.815930941688029, 0.182057282959991
0.866818598882972, 0.284809985512092
0.785827864820899, 0.142159812771648
0.989301801801802, 0.429332441769754
0.999787460148778, 0.681823247520339
0.828246469429619, 0.203900590660872
0.78271246586829, 0.138415245737212
0.523462489410753, 0.0189457260670902
0.61025641025641, 0.0544968238047476
0.999931718269666, 0.70079126267692
0.998526175682792, 0.562398306029199
0.60239651416122, 0.0487462387161484
0.717261904761905, 0.0957985066310041
0.382787120110067, 0.00719937590549426
0.870172185577038, 0.292522010475872
0.99931693989071, 0.624763178424161
0.823987111543165, 0.195876518444222
0.999830518920252, 0.68764069987741
0.999543795620438, 0.65039563133846
0.997163443040223, 0.499364760949515
0.873603910087508, 0.299721386381366
0.998391248391248, 0.55279170845871
0.821985086677528, 0.192845202273487
0.867334634870365, 0.286102752702552
0.61115222744396, 0.0552546528474312
0.751795492706738, 0.112604480106988
0.997967196082872, 0.523637579404881
0.906914893617021, 0.354240499275605
0.587624209575429, 0.0395408447564917
0.998928976382344, 0.589836175192243
0.872881355932203, 0.298116571938036
0.841585399528208, 0.230536052602251
0.879976397254681, 0.31269363646495
0.998597425537235, 0.56629889669007
0.896322680529024, 0.340220661985958
0.886231057109604, 0.323659868494372
0.999816371548845, 0.68572383818121
0.999647300828918, 0.663122701437646
0.797461610226135, 0.156536275493146
0.844872533987377, 0.237178201270478
0.999436302142052, 0.637200490359969
0.99812925170068, 0.534804413239719
0.997716315655925, 0.513206285523236
0.624724061810154, 0.0641479995542182
0.784524249103896, 0.140666443775772
0.668583506889065, 0.0819346929677923
0.839371239485075, 0.225721609272261
0.996707818930041, 0.489223225231249
0.95362062180244, 0.395586760280843
0.999021526418787, 0.598306029198707
0.996098626716604, 0.469096177421152
0.834799202068988, 0.2160481444333
0.845547370954727, 0.238448679371448
0.998070736724252, 0.530413462610052
0.834253255489152, 0.214933689958765
0.997905186434819, 0.520561685055166
0.999473407056346, 0.642104090047922
0.991919617382042, 0.438002897581634
0.856310214567567, 0.261072105204502
0.915468164794007, 0.365429622199933
0.553049828178694, 0.0250529365875404
0.862035014341365, 0.27382146439318
0.811283192567416, 0.175392845202273
0.99375, 0.447342026078235
0.854118482740182, 0.256435974590438
0.878249607376573, 0.308971358520004
0.901559500901637, 0.34704112337011
0.843306538855427, 0.234124596010253
0.87397860840227, 0.30047921542405
0.999609679937549, 0.658776328986961
0.999428333122473, 0.636464950406776
0.545189912332739, 0.0230692076228686
0.875060298158978, 0.302507522567703
0.855191798857284, 0.258464281734091
0.481645931224731, 0.0141312827371002
0.955591140608118, 0.396946394739775
0.999338660626107, 0.626724618299342
0.888511037160989, 0.32776106096066
0.999305455992292, 0.623648723949627
0.923545118699348, 0.373297670790148
0.831855921855922, 0.210297559344701
0.999038270246667, 0.599710241836621
0.998704487279946, 0.573097068984732
0.999561403508772, 0.652156469408225
0.625732585878661, 0.0646606486125042
0.911392405063291, 0.359901928006241
0.999265178409634, 0.619837289646718
0.826234915326819, 0.200245179984398
0.998037902554731, 0.528340577287418
0.832601764248508, 0.211857795609049
0.999295874376205, 0.622846316727962
0.938706010878886, 0.385779560904937
0.997706852361326, 0.512827371001895
0.937086092715232, 0.384754262788365
0.999675324675325, 0.667045581188008
0.812269472684634, 0.17688621419815
0.998403674026528, 0.554017608380698
