# VTS_0.5ratio, cdf
1044.0, 0.991860652408365
940.0, 0.987961095470865
663.0, 0.975479245159694
1036.0, 0.991559519307534
659.0, 0.975241139917177
242.0, 0.931690640596477
564.0, 0.968838559976843
322.0, 0.944905481556181
589.0, 0.970606257966021
1053.0, 0.992174040926089
585.0, 0.970343641889715
442.0, 0.958305904543141
178.0, 0.916618812181651
560.0, 0.968528673006802
225.0, 0.928220606841557
1045.0, 0.991898585841609
238.0, 0.930931388340313
314.0, 0.943798992488013
297.0, 0.941261537599619
511.0, 0.964571340532515
1139.0, 0.995143353362186
957.0, 0.988555191394596
788.0, 0.981967029427007
434.0, 0.957541983556732
722.0, 0.978746189148937
204.0, 0.923402477228268
234.0, 0.930106773860713
784.0, 0.981782030991031
532.0, 0.966343123660658
306.0, 0.94262772478769
528.0, 0.966011060221951
332.0, 0.946232568128446
426.0, 0.956765223562148
289.0, 0.940028992814824
1198.0, 0.997286884136122
1020.0, 0.990974760844293
945.0, 0.98813734003763
879.0, 0.985687423841338
503.0, 0.963882702821314
710.0, 0.978096652053541
409.0, 0.955047130831828
1190.0, 0.996862613275068
281.0, 0.938682064139016
200.0, 0.922417375146481
1099.0, 0.993673870517435
946.0, 0.988175273470874
264.0, 0.935762940553058
669.0, 0.975832317884505
1180.0, 0.996476859438538
1075.0, 0.992898277705413
1008.0, 0.99053414942738
867.0, 0.985218800042952
418.0, 0.955965119916336
690.0, 0.977033348740143
324.0, 0.9451797694581
756.0, 0.98049229426073
401.0, 0.954228935856315
752.0, 0.980316049693965
934.0, 0.987745750288294
22.0, 0.713328874695949
657.0, 0.97512383806976
273.0, 0.937332801098085
591.0, 0.970742234734419
1156.0, 0.995623648986185
1051.0, 0.992117432571863
913.0, 0.986907713209239
299.0, 0.94156267070045
678.0, 0.976356966445836
393.0, 0.953389148003418
256.0, 0.934327889593867
376.0, 0.951491892749929
980.0, 0.989454505558123
914.0, 0.986947397416325
839.0, 0.984142074130099
252.0, 0.933607154362228
579.0, 0.969906532020486
637.0, 0.973900630745456
1201.0, 0.997492308266921
1116.0, 0.994314653743621
976.0, 0.989302188233866
901.0, 0.986460682288238
835.0, 0.983985671666877
1193.0, 0.997014930599325
291.0, 0.940327791550532
538.0, 0.966809996685202
29.0, 0.754865400507024
385.0, 0.952527183681854
902.0, 0.986498032130202
559.0, 0.968446970227507
41.0, 0.798911368825021
505.0, 0.964054278657833
368.0, 0.950606584777138
21.0, 0.705713008483083
625.0, 0.973125037933433
1092.0, 0.993447437100532
1078.0, 0.99299048512776
488.0, 0.962602303551503
248.0, 0.932885835539308
526.0, 0.965852323393607
