# VTS_0.9ratio, cdf
1044.0, 0.991670548987089
940.0, 0.987676705537838
663.0, 0.974882735935657
1036.0, 0.991362361697956
659.0, 0.974638704366246
242.0, 0.930118232396
564.0, 0.968078632128105
322.0, 0.943602325674819
589.0, 0.969889382348303
1053.0, 0.9919913275857
585.0, 0.969620168159936
442.0, 0.957298672456271
178.0, 0.91479640751953
560.0, 0.967760851460322
225.0, 0.926580674018792
1045.0, 0.991709522087855
238.0, 0.929344166656174
314.0, 0.942472705338775
297.0, 0.939881893517095
511.0, 0.963708248566839
1139.0, 0.995022235652952
957.0, 0.988287084254448
788.0, 0.981533345684808
434.0, 0.956516212510126
722.0, 0.978233823015355
204.0, 0.921679656700945
234.0, 0.928503546851963
784.0, 0.981343276870304
532.0, 0.965521996717865
306.0, 0.941277730110678
528.0, 0.96518263094812
332.0, 0.944959189167637
426.0, 0.955722960012999
289.0, 0.938626959672434
1198.0, 0.997216121432987
1020.0, 0.99076517387699
945.0, 0.987857780559858
879.0, 0.985347313284371
503.0, 0.963004933994557
710.0, 0.977568282371507
409.0, 0.953966172547708
1190.0, 0.996780821876741
281.0, 0.937250309836151
200.0, 0.920675349873517
1099.0, 0.993525668583544
946.0, 0.987896753660623
264.0, 0.934270966179143
669.0, 0.975244286393531
1180.0, 0.996385694593591
1075.0, 0.992731216914086
1008.0, 0.990314884666603
867.0, 0.984866445179537
418.0, 0.954903325724585
690.0, 0.976477635136229
324.0, 0.943880533655671
756.0, 0.980019390616596
401.0, 0.953130349432821
752.0, 0.979839514766908
934.0, 0.987456057828886
22.0, 0.713144187881524
657.0, 0.974518187546955
273.0, 0.935876058344531
591.0, 0.970028486338729
1156.0, 0.995512097550271
1051.0, 0.991933167727634
913.0, 0.98659565168121
299.0, 0.940190680392393
678.0, 0.975783314356431
393.0, 0.952269343698979
256.0, 0.932807376348844
376.0, 0.950332680383999
980.0, 0.989208048604853
914.0, 0.986636423540472
839.0, 0.983763206634781
252.0, 0.932072283709783
579.0, 0.969172277294212
637.0, 0.973265652046957
1201.0, 0.997427175763288
1116.0, 0.994178617917913
976.0, 0.98905215620179
901.0, 0.986137567850669
835.0, 0.983602517542392
1193.0, 0.996936714279804
291.0, 0.938930350272242
538.0, 0.965999267305706
29.0, 0.754565398961637
385.0, 0.951388551621671
902.0, 0.98617594136527
559.0, 0.967676909397134
41.0, 0.798270433746628
505.0, 0.963180013154921
368.0, 0.949426106101569
21.0, 0.705500663442092
